id,programa_id,nombre,descripcion,created_at,updated_at,deleted_at
636,74,2021C,CUATRIMESTRAL,2021/10/29 18:31,1900/01/01 00:00,1900/01/01 00:00
637,364,2021C,CUATRIMESTRAL,2021/10/29 18:38,1900/01/01 00:00,1900/01/01 00:00
638,216,2021C,CUATRIMESTRAL,2021/10/29 18:46,1900/01/01 00:00,1900/01/01 00:00
639,722,2019B,SEMESTRAL,2021/11/02 14:45,1900/01/01 00:00,1900/01/01 00:00
640,722,2020A,SEMESTRAL,2021/11/02 14:45,1900/01/01 00:00,1900/01/01 00:00
641,722,2020B,SEMESTRAL,2021/11/02 14:46,2021/11/02 14:47,1900/01/01 00:00
642,722,2021A,SEMESTRAL,2021/11/02 14:46,2021/11/02 14:47,1900/01/01 00:00
643,9,2021C,CUATRIMESTRAL,2021/11/03 11:44,1900/01/01 00:00,1900/01/01 00:00
644,722,2021B,SEMESTRAL,2021/11/03 19:06,1900/01/01 00:00,1900/01/01 00:00
645,724,2019A,SEMESTRAL,2021/11/04 08:24,1900/01/01 00:00,1900/01/01 00:00
646,724,2019B,SEMESTRAL,2021/11/04 10:58,1900/01/01 00:00,1900/01/01 00:00
647,724,2020A,SEMESTRAL,2021/11/04 10:58,1900/01/01 00:00,1900/01/01 00:00
648,724,2020B,SEMESTRAL,2021/11/04 10:58,1900/01/01 00:00,1900/01/01 00:00
649,724,2021A,SEMESTRAL,2021/11/04 10:58,1900/01/01 00:00,1900/01/01 00:00
650,724,2021B,SEMESTRAL,2021/11/04 10:59,1900/01/01 00:00,1900/01/01 00:00
651,833,2020A,NO APLICA,2021/11/05 13:44,2022/01/10 15:09,2022/01/25 15:13
652,833,2020B,NO APLICA,2021/11/05 14:04,2022/01/10 15:09,2022/01/25 15:23
653,833,2019A,NO APLICA,2021/11/05 14:47,2022/01/10 15:08,2022/01/25 13:46
654,499,2021B,CICLO CUATRIMESTRAL,2021/11/05 22:12,2023/03/17 11:44,1900/01/01 00:00
655,445,2021C,Cuatrimestral,2021/11/11 10:17,1900/01/01 00:00,1900/01/01 00:00
656,442,2021C,Cuatrimestral,2021/11/16 10:25,2021/11/16 10:25,1900/01/01 00:00
657,446,2021C,Cuatrimestral,2021/11/17 09:58,1900/01/01 00:00,1900/01/01 00:00
658,326,2021C,CUATRIMESTRAL,2021/11/17 10:51,2022/06/20 10:54,1900/01/01 00:00
659,316,2021C,Cuatrimestral,2021/11/17 10:51,1900/01/01 00:00,1900/01/01 00:00
660,440,2021C,Cuatrimestral,2021/11/17 10:52,1900/01/01 00:00,1900/01/01 00:00
661,432,2021C,CUATRIMESTRAL,2021/11/17 13:54,1900/01/01 00:00,1900/01/01 00:00
662,441,2021B,SEMESTRAL ,2021/11/20 10:34,1900/01/01 00:00,1900/01/01 00:00
663,848,2019A,SEMESTRAL,2021/11/25 18:39,1900/01/01 00:00,1900/01/01 00:00
664,848,2019B,SEMESTRAL,2021/11/27 10:55,1900/01/01 00:00,1900/01/01 00:00
665,848,2020A,SEMESTRAL,2021/11/27 11:57,1900/01/01 00:00,1900/01/01 00:00
666,848,2020B,SEMESTRAL,2021/11/27 12:46,1900/01/01 00:00,1900/01/01 00:00
667,348,2021B,SEMESTRAL,2021/11/29 21:05,1900/01/01 00:00,1900/01/01 00:00
668,848,2021A,SEMESTRAL,2021/12/02 20:04,1900/01/01 00:00,1900/01/01 00:00
669,848,2021B,SEMESTRAL,2021/12/02 20:29,1900/01/01 00:00,1900/01/01 00:00
670,825,2018A,SEMESTRAL,2021/12/08 14:25,1900/01/01 00:00,1900/01/01 00:00
671,855,2020B,SEMESTRAL,2021/12/08 20:04,1900/01/01 00:00,1900/01/01 00:00
672,855,2021A,SEMESTRAL,2021/12/08 20:29,1900/01/01 00:00,1900/01/01 00:00
673,855,2021B,SEMESTRAL,2021/12/09 15:01,1900/01/01 00:00,1900/01/01 00:00
674,833,2018A,NO APLICA,2021/12/10 08:19,2022/01/10 15:08,2022/01/25 12:16
675,833,2018B,NO APLICA,2021/12/10 12:19,2022/01/10 15:08,2022/01/25 13:43
676,150,2021C,CUATRIMESTRAL,2021/12/16 11:28,1900/01/01 00:00,1900/01/01 00:00
677,151,2021C,CUATRIMESTRAL,2021/12/16 11:36,1900/01/01 00:00,1900/01/01 00:00
678,833,2021B,NO APLICA,2021/12/17 08:35,2022/01/10 15:09,2022/01/25 15:26
679,833,2018A,SEMESTRAL,2022/01/10 15:09,1900/01/01 00:00,1900/01/01 00:00
680,577,2015C,CUATRIMESTRAL,2022/01/10 15:21,1900/01/01 00:00,1900/01/01 00:00
681,577,2016A,CUATRIMESTRAL,2022/01/10 15:22,1900/01/01 00:00,1900/01/01 00:00
682,577,2016B,CUATRIMESTRAL,2022/01/10 15:22,1900/01/01 00:00,1900/01/01 00:00
683,577,2017A,CUATRIMESTRAL,2022/01/10 15:23,1900/01/01 00:00,1900/01/01 00:00
684,577,2018C,CUATRIMESTRAL,2022/01/10 15:23,1900/01/01 00:00,1900/01/01 00:00
685,577,2017C,CUATRIMESTRAL,2022/01/10 15:23,1900/01/01 00:00,1900/01/01 00:00
686,577,2019C,CUATRIMESTRAL,2022/01/10 15:24,1900/01/01 00:00,1900/01/01 00:00
687,577,2018B,CUATRIMESTRAL,2022/01/10 15:24,1900/01/01 00:00,1900/01/01 00:00
688,577,2021C,CUATRIMESTRAL,2022/01/10 15:25,1900/01/01 00:00,1900/01/01 00:00
689,577,2020B,CUATRIMESTRAL,2022/01/10 15:26,1900/01/01 00:00,1900/01/01 00:00
690,833,2018B,SEMESTRAL,2022/01/10 15:28,1900/01/01 00:00,1900/01/01 00:00
691,833,2019A,SEMESTRAL,2022/01/10 16:05,1900/01/01 00:00,1900/01/01 00:00
692,1028,2021C,cuatrimestral,2022/01/11 08:17,1900/01/01 00:00,1900/01/01 00:00
693,1028,2021B,cuatrimestral,2022/01/11 08:18,1900/01/01 00:00,1900/01/01 00:00
694,1028,2021A,cuatrimestral,2022/01/11 08:18,1900/01/01 00:00,1900/01/01 00:00
695,1028,2020C,cuatrimestral,2022/01/11 08:18,1900/01/01 00:00,1900/01/01 00:00
696,1028,2020B,cuatrimestral,2022/01/11 08:19,1900/01/01 00:00,1900/01/01 00:00
697,1028,2020A,cuatrimestral,2022/01/11 08:19,1900/01/01 00:00,1900/01/01 00:00
698,833,2019B,SEMESTRAL,2022/01/11 13:03,1900/01/01 00:00,1900/01/01 00:00
699,17,2020C,CUATRIMESTRAL,2022/01/11 13:22,1900/01/01 00:00,1900/01/01 00:00
700,833,2020A,SEMESTRAL,2022/01/11 13:33,1900/01/01 00:00,1900/01/01 00:00
701,833,2020B,SEMESTRAL,2022/01/11 13:52,1900/01/01 00:00,1900/01/01 00:00
702,833,2021A,SEMESTRAL,2022/01/11 14:09,1900/01/01 00:00,1900/01/01 00:00
703,833,2021B,SEMESTRAL,2022/01/11 14:21,1900/01/01 00:00,1900/01/01 00:00
704,1151,2020A,CUATRIMESTRAL FLEXIBLE,2022/01/13 09:15,2023/09/09 09:36,1900/01/01 00:00
705,1151,2020B,CUATRIMESTRAL FLEXIBLE,2022/01/13 09:15,2023/09/09 09:36,1900/01/01 00:00
706,1151,2020C,CUATRIMESTRAL FLEXIBLE,2022/01/13 09:16,2023/09/09 09:36,1900/01/01 00:00
707,666,2021B,CUATRIMESTRAL,2022/01/14 10:03,2022/05/04 13:29,1900/01/01 00:00
708,98,2021A,CUATRIMESTRAL,2022/01/17 20:03,1900/01/01 00:00,2022/06/27 11:28
709,98,2021A,CUATRIMESTRAL,2022/01/17 20:03,1900/01/01 00:00,2022/06/27 11:28
710,98,2021B,CUATRIMESTRAL,2022/01/17 20:03,1900/01/01 00:00,2022/06/27 11:31
711,98,2021B,CUATRIMESTRAL,2022/01/17 20:03,1900/01/01 00:00,2022/06/27 11:31
712,98,2021C,CUATRIMESTRAL,2022/01/17 20:03,1900/01/01 00:00,1900/01/01 00:00
713,149,2021C,CUATRIMESTRAL,2022/01/17 20:24,1900/01/01 00:00,1900/01/01 00:00
714,160,2021B,CUATRIMESTRAL,2022/01/18 21:07,1900/01/01 00:00,1900/01/01 00:00
715,671,2020C,CUATRIMESTRAL,2022/01/19 10:20,1900/01/01 00:00,1900/01/01 00:00
716,671,2021A,CUATRIMESTRAL,2022/01/19 10:20,1900/01/01 00:00,1900/01/01 00:00
717,671,2021B,CUATRIMESTRAL,2022/01/19 10:21,1900/01/01 00:00,1900/01/01 00:00
718,671,2021C,CUATRIMESTRAL,2022/01/19 10:21,1900/01/01 00:00,1900/01/01 00:00
719,672,2021A,CUATRIMESTRAL,2022/01/19 11:44,1900/01/01 00:00,1900/01/01 00:00
720,672,2021B,CUATRIMESTRAL,2022/01/19 11:44,1900/01/01 00:00,1900/01/01 00:00
721,672,2021C,CUATRIMESTRAL,2022/01/19 11:44,1900/01/01 00:00,1900/01/01 00:00
722,673,2021A,CUATRIMESTRAL,2022/01/19 12:17,1900/01/01 00:00,1900/01/01 00:00
723,673,2021B,CUATRIMESTRAL,2022/01/19 12:17,1900/01/01 00:00,1900/01/01 00:00
724,673,2021C,CUATRIMESTRAL,2022/01/19 12:17,1900/01/01 00:00,1900/01/01 00:00
725,675,2020C,CUATRIMESTRAL,2022/01/19 13:59,1900/01/01 00:00,1900/01/01 00:00
726,675,2021A,CUATRIMESTRAL,2022/01/19 13:59,1900/01/01 00:00,1900/01/01 00:00
727,675,2021B,CUATRIMESTRAL,2022/01/19 13:59,1900/01/01 00:00,1900/01/01 00:00
728,675,2021C,CUATRIMESTRAL,2022/01/19 13:59,1900/01/01 00:00,1900/01/01 00:00
729,140,2021A,CUATRIMESTRAL,2022/01/21 10:19,2023/03/02 12:13,1900/01/01 00:00
730,140,2020C,CUATRIMESTRAL,2022/01/21 10:22,1900/01/01 00:00,1900/01/01 00:00
731,499,EQUIV,EQUIVALENCIAS,2022/01/21 11:43,1900/01/01 00:00,1900/01/01 00:00
732,140,2021B,CUATRIMESTRAL,2022/01/21 12:24,1900/01/01 00:00,1900/01/01 00:00
733,259,2022A,CUATRIMESTRAL,2022/01/21 12:52,1900/01/01 00:00,1900/01/01 00:00
734,260,2022A,CUATRIMESTRAL,2022/01/21 16:29,2022/01/21 16:29,1900/01/01 00:00
735,258,2022A,CUATRIMESTRAL,2022/01/21 16:38,1900/01/01 00:00,1900/01/01 00:00
736,257,2022A,CUATRIMESTRAL,2022/01/21 18:09,1900/01/01 00:00,1900/01/01 00:00
737,259,2022A,CUATRIMESTRAL,2022/01/21 19:14,1900/01/01 00:00,1900/01/01 00:00
738,208,2022A,CUATRIMESTRE,2022/01/31 19:02,1900/01/01 00:00,1900/01/01 00:00
739,210,2022A,CUATRIMESTRE,2022/02/01 11:26,1900/01/01 00:00,1900/01/01 00:00
740,739,2018B,SEMESTRAL,2022/02/02 11:44,1900/01/01 00:00,1900/01/01 00:00
741,206,2022A,CUATRIMESTRE,2022/02/02 12:02,1900/01/01 00:00,1900/01/01 00:00
742,739,2019A,SEMESTRAL,2022/02/02 14:43,1900/01/01 00:00,1900/01/01 00:00
743,849,2017B,SEMESTRAL,2022/02/02 14:57,1900/01/01 00:00,1900/01/01 00:00
744,739,2019B,SEMESTRAL,2022/02/02 15:59,1900/01/01 00:00,1900/01/01 00:00
745,739,2020B,SEMESTRAL,2022/02/02 16:01,1900/01/01 00:00,1900/01/01 00:00
746,208,EQUIV,CUATRIMESTRE,2022/02/03 11:50,1900/01/01 00:00,1900/01/01 00:00
747,421,2022A,Cuatrimestral,2022/02/05 11:13,1900/01/01 00:00,1900/01/01 00:00
748,670,2021C,CUATRIMESTRAL,2022/02/08 08:56,1900/01/01 00:00,1900/01/01 00:00
749,675,2021C,CUATRIMESTRAL,2022/02/08 09:11,1900/01/01 00:00,2022/06/06 16:22
750,421,2021C,Cuatrimestral,2022/02/08 10:04,1900/01/01 00:00,1900/01/01 00:00
751,421,2021B,Cuatrimestral,2022/02/08 10:04,1900/01/01 00:00,1900/01/01 00:00
752,421,2020B,Cuatrimestral,2022/02/08 10:04,2022/02/08 10:05,1900/01/01 00:00
753,421,2021A,Cuatrimestral,2022/02/08 10:05,1900/01/01 00:00,1900/01/01 00:00
754,421,2020C,Cuatrimestral,2022/02/08 10:05,1900/01/01 00:00,1900/01/01 00:00
755,421,2020A,Cuatrimestral,2022/02/08 10:06,1900/01/01 00:00,1900/01/01 00:00
756,421,2019C,Cuatrimestral,2022/02/08 10:06,1900/01/01 00:00,1900/01/01 00:00
757,193,2021B,SEMESTRE,2022/02/08 17:26,1900/01/01 00:00,1900/01/01 00:00
758,197,2021B,SEMESTRE,2022/02/08 18:47,1900/01/01 00:00,1900/01/01 00:00
759,782,EQUIV,SEMESTRAL,2022/02/09 09:13,1900/01/01 00:00,1900/01/01 00:00
760,577,2020A,CUATRIMESTRAL,2022/02/09 11:40,1900/01/01 00:00,1900/01/01 00:00
761,577,2022A,CUATRIMESTRAL,2022/02/09 11:41,1900/01/01 00:00,1900/01/01 00:00
762,577,2020C,CUATRIMESTRAL,2022/02/09 12:45,1900/01/01 00:00,1900/01/01 00:00
763,263,2022A,Cuatrimestral,2022/02/09 13:35,2022/02/14 10:20,1900/01/01 00:00
764,442,2022A,Cuatrimestral,2022/02/09 13:56,2022/02/15 09:42,1900/01/01 00:00
765,96,2022A,CUATRIMESTRAL,2022/02/11 16:36,1900/01/01 00:00,1900/01/01 00:00
766,440,2022A,Cuatrimestral,2022/02/14 10:20,2022/02/14 10:21,1900/01/01 00:00
767,274,2022A,CUATRIMESTRAL,2022/02/14 10:21,2022/06/20 10:55,1900/01/01 00:00
768,316,2022A,Cuatrimestral,2022/02/14 10:21,1900/01/01 00:00,1900/01/01 00:00
769,326,2022A,CUATRIMESTRAL,2022/02/14 10:22,2022/06/20 10:54,1900/01/01 00:00
770,432,2022A,NO APLICA,2022/02/15 09:19,2022/05/16 09:37,1900/01/01 00:00
771,432,2022A,CUATRIMESTRAL,2022/02/15 09:19,2022/05/16 09:37,1900/01/01 00:00
772,445,2022A,Cuatrimestral,2022/02/15 09:21,2022/02/16 09:49,1900/01/01 00:00
773,446,2022A,Cuatrimestral,2022/02/15 09:21,2022/02/16 12:13,1900/01/01 00:00
774,284,2022A,CUATRIMESTRAL,2022/02/15 16:36,1900/01/01 00:00,1900/01/01 00:00
775,51,2021B,SEMESTRAL,2022/02/16 10:29,1900/01/01 00:00,1900/01/01 00:00
776,40,2021B,SEMESTRAL,2022/02/16 12:41,2022/02/16 12:42,1900/01/01 00:00
777,194,2021A,SEMESTRE,2022/02/16 17:31,1900/01/01 00:00,1900/01/01 00:00
778,194,2021B,SEMESTRE,2022/02/16 17:31,1900/01/01 00:00,1900/01/01 00:00
779,326,EQUIV,CUATRIMESTRAL,2022/02/17 13:04,1900/01/01 00:00,1900/01/01 00:00
780,791,2018C,CUATRIMESTRAL,2022/02/18 10:55,2022/02/18 11:39,1900/01/01 00:00
781,150,2021A,CUATRIMESTRAL,2022/02/18 11:16,1900/01/01 00:00,1900/01/01 00:00
782,791,2019C,CUATRIMESTRAL,2022/02/18 11:40,1900/01/01 00:00,1900/01/01 00:00
783,333,2018B,SEMESTRAL,2022/02/18 11:54,2023/01/05 14:10,1900/01/01 00:00
784,828,2020A,GENERACION 2020A - 2022B. TURNO MATUTINO - GRUPO A,2022/02/18 11:58,2022/02/18 12:00,2022/07/19 10:26
785,791,2019A,CUATRIMESTRAL,2022/02/18 16:21,1900/01/01 00:00,1900/01/01 00:00
786,791,2019B,CUATRIMESTRAL,2022/02/18 16:22,1900/01/01 00:00,1900/01/01 00:00
787,791,2020A,CUATRIMESTRAL,2022/02/18 16:22,1900/01/01 00:00,1900/01/01 00:00
788,791,2020B,CUATRIMESTRAL,2022/02/18 16:23,1900/01/01 00:00,1900/01/01 00:00
789,791,2020C,CUATRIMESTRAL,2022/02/18 16:23,1900/01/01 00:00,1900/01/01 00:00
790,791,2021A,CUATRIMESTRAL,2022/02/18 16:23,1900/01/01 00:00,1900/01/01 00:00
791,791,2021B,CUATRIMESTRAL,2022/02/18 16:23,1900/01/01 00:00,1900/01/01 00:00
792,791,2021C,CUATRIMESTRAL,2022/02/18 16:23,2022/02/21 21:04,1900/01/01 00:00
793,791,2022A,CUATRIMESTRAL,2022/02/18 16:24,1900/01/01 00:00,1900/01/01 00:00
794,348,2022A,SEMESTRAL,2022/02/18 23:58,1900/01/01 00:00,1900/01/01 00:00
795,345,2022A,SEMESTRAL,2022/02/19 00:18,1900/01/01 00:00,1900/01/01 00:00
796,284,2018A,CUATRIMESTRAL,2022/02/20 11:30,1900/01/01 00:00,1900/01/01 00:00
797,284,2018B,CUATRIMESTRAL,2022/02/20 11:31,1900/01/01 00:00,1900/01/01 00:00
798,284,2018C,CUATRIMESTRAL,2022/02/20 11:31,1900/01/01 00:00,1900/01/01 00:00
799,150,2022A,CUATRIMESTRAL,2022/02/22 18:56,1900/01/01 00:00,1900/01/01 00:00
800,151,2021A,CUATRIMESTRAL,2022/02/22 19:00,1900/01/01 00:00,1900/01/01 00:00
801,151,2022A,CUATRIMESTRAL,2022/02/22 19:00,1900/01/01 00:00,1900/01/01 00:00
802,28,2020B,SEMESTRAL,2022/02/25 10:46,2022/02/25 10:47,1900/01/01 00:00
803,28,2021A,SEMESTRAL,2022/02/25 10:46,1900/01/01 00:00,1900/01/01 00:00
804,28,2021B,SEMESTRAL,2022/02/25 10:47,1900/01/01 00:00,1900/01/01 00:00
805,28,2022A,SEMESTRAL,2022/02/25 10:47,1900/01/01 00:00,1900/01/01 00:00
806,1055,2019A,SEMESTRAL,2022/02/25 11:53,2023/04/28 10:04,1900/01/01 00:00
807,1055,2019B,SEMESTRAL,2022/02/25 12:14,2023/04/28 10:04,1900/01/01 00:00
808,968,2020A,CUATRIMESTRAL,2022/02/25 13:48,1900/01/01 00:00,1900/01/01 00:00
809,184,2020B,SEMESTRAL,2022/02/25 15:23,1900/01/01 00:00,1900/01/01 00:00
810,184,2021A,SEMESTRAL,2022/02/25 15:26,1900/01/01 00:00,1900/01/01 00:00
811,1010,2019B,INICIAN EXP 20 Y 21,2022/02/25 16:00,2022/03/25 14:54,1900/01/01 00:00
812,1010,2020A,INICIAN EXP 22 Y 23,2022/02/25 16:03,2022/03/25 14:55,1900/01/01 00:00
813,1010,2020B,INICIAN EXP 24 Y 25,2022/02/25 16:03,2022/03/25 14:55,1900/01/01 00:00
814,1010,2021A,INICIAN EXP 26 Y 27,2022/02/25 16:04,2022/03/25 14:55,1900/01/01 00:00
815,212,2020A,SEMESTRAL,2022/03/01 10:44,1900/01/01 00:00,1900/01/01 00:00
816,283,2022A,CUATRIMESTRAL,2022/03/01 13:56,1900/01/01 00:00,1900/01/01 00:00
817,968,2020B,CUATRIMESTRAL,2022/03/02 10:04,1900/01/01 00:00,1900/01/01 00:00
818,968,2020C,CUATRIMESTRAL,2022/03/02 10:05,1900/01/01 00:00,1900/01/01 00:00
819,968,2021A,CUATRIMESTRAL,2022/03/02 10:18,1900/01/01 00:00,1900/01/01 00:00
820,968,2021B,CUATRIMESTRAL,2022/03/02 10:18,1900/01/01 00:00,1900/01/01 00:00
821,968,2021C,CUATRIMESTRAL,2022/03/02 10:19,1900/01/01 00:00,1900/01/01 00:00
822,968,2022A,CUATRIMESTRAL,2022/03/02 10:19,1900/01/01 00:00,1900/01/01 00:00
823,969,2020A,CUATRIMESTRAL,2022/03/02 11:05,1900/01/01 00:00,1900/01/01 00:00
824,969,2020B,CUATRIMESTRAL,2022/03/02 11:06,2022/03/02 11:06,1900/01/01 00:00
825,969,2020C,CUATRIMESTRAL,2022/03/02 11:06,2022/03/02 11:06,1900/01/01 00:00
826,969,2021A,CUATRIMESTRAL,2022/03/02 11:07,1900/01/01 00:00,1900/01/01 00:00
827,969,2021B,CUATRIMESTRAL,2022/03/02 11:07,1900/01/01 00:00,1900/01/01 00:00
828,969,2021C,CUATRIMESTRAL,2022/03/02 11:07,1900/01/01 00:00,1900/01/01 00:00
829,969,2022A,CUATRIMESTRAL,2022/03/02 11:08,1900/01/01 00:00,1900/01/01 00:00
830,169,2021A,SEMESTRAL,2022/03/02 14:23,1900/01/01 00:00,1900/01/01 00:00
831,118,2022A,SEMESTRAL,2022/03/02 15:51,1900/01/01 00:00,1900/01/01 00:00
832,72,2022A,SEMESTRAL,2022/03/02 17:09,1900/01/01 00:00,1900/01/01 00:00
833,300,2022A,SEMESTRAL,2022/03/02 17:26,1900/01/01 00:00,1900/01/01 00:00
834,965,2019B,CUATRIMESTRAL,2022/03/03 16:09,2022/03/03 16:09,1900/01/01 00:00
835,965,2019C,CUATRIMESTRAL,2022/03/03 16:10,1900/01/01 00:00,1900/01/01 00:00
836,965,2020A,CUATRIMESTRAL,2022/03/03 16:10,1900/01/01 00:00,1900/01/01 00:00
837,965,2020B,CUATRIMESTRAL,2022/03/03 16:10,1900/01/01 00:00,1900/01/01 00:00
838,965,2020C,CUATRIMESTRAL,2022/03/03 16:11,1900/01/01 00:00,1900/01/01 00:00
839,965,2021A,CUATRIMESTRAL,2022/03/03 16:11,1900/01/01 00:00,1900/01/01 00:00
840,965,2021B,CUATRIMESTRAL,2022/03/03 16:11,1900/01/01 00:00,1900/01/01 00:00
841,965,2021C,CUATRIMESTRAL,2022/03/03 16:11,1900/01/01 00:00,1900/01/01 00:00
842,965,2022A,CUATRIMESTRAL,2022/03/03 16:12,1900/01/01 00:00,1900/01/01 00:00
843,848,2022A,SEMESTRAL,2022/03/05 10:55,1900/01/01 00:00,1900/01/01 00:00
844,855,2022A,SEMESTRAL,2022/03/05 12:28,1900/01/01 00:00,1900/01/01 00:00
845,366,2021B,SEMESTRAL,2022/03/06 17:54,2022/03/06 17:54,1900/01/01 00:00
846,366,2022A,SEMESTRAL,2022/03/06 17:54,1900/01/01 00:00,1900/01/01 00:00
847,1008,2020A,CUATRIMESTRAL,2022/03/06 19:11,1900/01/01 00:00,1900/01/01 00:00
848,1008,2020B,CUATRIMESTRAL,2022/03/06 19:14,1900/01/01 00:00,1900/01/01 00:00
849,1008,2020C,CUATRIMESTRAL,2022/03/06 19:15,1900/01/01 00:00,1900/01/01 00:00
850,1008,2021A,CUATRIMESTRAL,2022/03/06 19:16,1900/01/01 00:00,1900/01/01 00:00
851,1008,2021B,CUATRIMESTRAL,2022/03/06 19:18,1900/01/01 00:00,1900/01/01 00:00
852,1008,2021C,CUATRIMESTRAL,2022/03/06 19:19,1900/01/01 00:00,1900/01/01 00:00
853,1008,2022A,CUATRIMESTRAL,2022/03/06 19:21,1900/01/01 00:00,1900/01/01 00:00
854,389,2021C,CUATRIMESTRAL,2022/03/07 08:27,1900/01/01 00:00,1900/01/01 00:00
855,254,2022A,SEMESTRAL,2022/03/08 12:18,1900/01/01 00:00,1900/01/01 00:00
856,781,2019A,SEMESTRAL,2022/03/09 08:26,1900/01/01 00:00,1900/01/01 00:00
857,780,2019A,SEMESTRAL,2022/03/09 08:57,1900/01/01 00:00,1900/01/01 00:00
858,781,2019B,SEMESTRAL,2022/03/09 10:48,1900/01/01 00:00,1900/01/01 00:00
859,253,2022A,SEMESTRAL,2022/03/09 10:52,1900/01/01 00:00,1900/01/01 00:00
860,781,2020A,SEMESTRAL,2022/03/09 11:57,1900/01/01 00:00,1900/01/01 00:00
861,780,2019B,SEMESTRAL,2022/03/09 12:53,1900/01/01 00:00,1900/01/01 00:00
862,781,2020B,SEMESTRAL,2022/03/09 13:11,1900/01/01 00:00,1900/01/01 00:00
863,781,2021A,SEMESTRAL,2022/03/09 14:34,1900/01/01 00:00,1900/01/01 00:00
864,717,2022A,SEMESTRAL,2022/03/09 14:50,1900/01/01 00:00,1900/01/01 00:00
865,781,2021B,SEMESTRAL,2022/03/10 07:58,1900/01/01 00:00,1900/01/01 00:00
866,780,2020A,SEMESTRAL,2022/03/10 09:17,1900/01/01 00:00,1900/01/01 00:00
867,780,2020B,SEMESTRAL,2022/03/10 12:06,1900/01/01 00:00,1900/01/01 00:00
868,780,2021A,SEMESTRAL,2022/03/10 12:47,1900/01/01 00:00,1900/01/01 00:00
869,780,2021B,SEMESTRAL,2022/03/10 13:13,1900/01/01 00:00,1900/01/01 00:00
870,252,2022A,SEMESTRAL,2022/03/10 13:21,1900/01/01 00:00,1900/01/01 00:00
871,188,EQUIV,2021A SEMESTRAL,2022/03/12 08:46,1900/01/01 00:00,1900/01/01 00:00
872,188,EQUIV,2021B SEMESTRAL,2022/03/12 08:47,1900/01/01 00:00,1900/01/01 00:00
873,17,EQUIV,ÚNICO ,2022/03/12 13:09,2023/02/22 16:38,1900/01/01 00:00
874,289,EQUIV,ÚNICO,2022/03/12 14:13,1900/01/01 00:00,1900/01/01 00:00
875,188,2021A,SEMESTRE,2022/03/14 15:46,1900/01/01 00:00,1900/01/01 00:00
876,188,2021B,SEMESTRE,2022/03/14 15:47,2022/03/14 15:48,1900/01/01 00:00
877,837,2019B,SEMESTRAL,2022/03/15 08:32,1900/01/01 00:00,1900/01/01 00:00
878,837,2020A,SEMESTRAL,2022/03/15 08:43,1900/01/01 00:00,1900/01/01 00:00
879,837,2020B,SEMESTRAL,2022/03/15 08:59,1900/01/01 00:00,1900/01/01 00:00
880,837,2021A,SEMESTRAL,2022/03/15 09:08,1900/01/01 00:00,1900/01/01 00:00
881,837,2021B,SEMESTRAL,2022/03/15 09:16,1900/01/01 00:00,1900/01/01 00:00
882,785,2020A,SEMESTRAL,2022/03/15 09:40,2022/03/15 09:50,1900/01/01 00:00
883,785,2020B,SEMESTRAL,2022/03/15 09:46,1900/01/01 00:00,1900/01/01 00:00
884,784,2020A,SEMESTRAL,2022/03/15 09:51,1900/01/01 00:00,1900/01/01 00:00
885,785,2021A,SEMESTRAL,2022/03/15 09:54,1900/01/01 00:00,1900/01/01 00:00
886,785,2021B,SEMESTRAL,2022/03/15 09:58,1900/01/01 00:00,1900/01/01 00:00
887,784,2020B,SEMESTRAL,2022/03/15 09:58,1900/01/01 00:00,1900/01/01 00:00
888,784,2021A,SEMESTRAL,2022/03/15 10:08,1900/01/01 00:00,1900/01/01 00:00
889,784,2021B,SEMESTRAL,2022/03/15 10:17,1900/01/01 00:00,1900/01/01 00:00
890,233,2019C,Cuatrimestral,2022/03/15 10:52,1900/01/01 00:00,1900/01/01 00:00
891,236,2020B,CUATRIMESTRAL,2022/03/15 11:09,1900/01/01 00:00,1900/01/01 00:00
892,236,2020C,CUATRIMESTRAL,2022/03/15 11:10,1900/01/01 00:00,1900/01/01 00:00
893,236,2021A,CUATRIMESTRAL,2022/03/15 11:10,1900/01/01 00:00,1900/01/01 00:00
894,236,2021B,CUATRIMESTRAL,2022/03/15 11:14,2022/03/15 11:15,1900/01/01 00:00
895,236,2021C,CUATRIMESTRAL,2022/03/15 11:16,1900/01/01 00:00,1900/01/01 00:00
896,236,2022A,CUATRIMESTRAL,2022/03/15 11:16,1900/01/01 00:00,1900/01/01 00:00
897,26,2018B,SEMESTRAL,2022/03/15 11:23,1900/01/01 00:00,1900/01/01 00:00
898,26,2018C,SEMESTRAL,2022/03/15 11:23,1900/01/01 00:00,1900/01/01 00:00
899,26,2019A,SEMESTRAL,2022/03/15 11:23,1900/01/01 00:00,1900/01/01 00:00
900,26,2019B,SEMESTRAL,2022/03/15 11:23,1900/01/01 00:00,1900/01/01 00:00
901,26,2019C,SEMESTRAL,2022/03/15 11:23,1900/01/01 00:00,1900/01/01 00:00
902,26,2020A,SEMESTRAL,2022/03/15 11:24,1900/01/01 00:00,1900/01/01 00:00
903,26,2020B,SEMESTRAL,2022/03/15 11:24,1900/01/01 00:00,1900/01/01 00:00
904,26,2020C,SEMESTRAL,2022/03/15 11:24,1900/01/01 00:00,1900/01/01 00:00
905,26,2021A,SEMESTRAL,2022/03/15 11:24,1900/01/01 00:00,1900/01/01 00:00
