id,municipio_id,estado_id,calle,numero_exterior,numero_interior,colonia,codigo_postal,latitud,longitud,created_at,updated_at,deleted_at
465,532,14,Av. Lázaro Cardenas,2811,0,Jardines del Bosque,44520,20.66087757,-103.3873526,2021/10/12 09:08
466,532,14,Av. Lázaro Cardenas,2811,0,Jardines del Bosque,44520,20.66087757,-103.3873526,2021/10/12 09:08
467,532,14,Av. Lázaro Cardenas,2811,0,Jardines del Bosque,44520,20.66087757,-103.3873526,2021/10/12 09:08
468,532,14,Av. Lázaro Cardenas,2811,0,Jardines del Bosque,44520,20.66081337,-103.3873693,2021/10/12 09:25,2023/08/02 18:56
469,532,14,Lerdo de Tejada,2071,0,Americana,44160,20.6710921,-103.3700556,2021/10/13 08:17,2023/07/18 12:57
470,532,14,Amado  Nervo,695,0,Ladrón de Guevara,44600,0,0,2021/10/13 12:15,2023/09/07 13:00
471,532,14,Bernardo de balbuena,147,0,Ladrón de Guevara,44600,0,0,2021/10/13 12:15
472,532,14,PLAN DE SAN LUIS,1820,0,CHAPULTEPEC COUNTRY,44620,0,0,2021/10/13 12:40
473,532,14,Lerdo De Tejada,2071,0,Americana,44160,0,0,2021/10/13 15:48,2023/07/18 12:57
474,532,14,Av. Miguel Hidalgo y Costilla,1681,S/N,Ladrón de Guevara,44600,20.67671587,-103.3727378,2021/10/13 16:05,2021/10/15 14:19
475,532,14,Avenida Federalismo Sur ,566,0,Centro ,44180,20.66806808,-103.3553275,2021/10/13 16:42,2023/04/19 18:25
476,532,14,Bernardo de balbuena,147,0,Ladrón de Guevara,44660,20.59144052,-103.7875754,2021/10/14 08:23,2021/10/14 08:28
477,532,14,Bernardo de Balbuena ,147,0,Ladrón de Guevara,44600,20.63876163,-103.3002098,2021/10/14 10:17,2021/10/21 13:30
478,532,14,Bernardo de balbuena,147,0,Ladrón de Guevara,44600,20.66434928,-103.3352372,2021/10/14 10:33
479,532,14,Madero,787,0,Americna ,44160,20.67332683,-103.3574411,2021/10/14 11:20,2023/09/14 16:08
480,532,14,Avenida Plan de San Luis,1820,0,Chapultepec Country,44620,0,0,2021/10/14 11:24,2022/11/11 12:02
481,532,14,Madero,787,0,Americna ,44160,20.67330826,-103.3574003,2021/10/14 11:29
482,532,14,Miguel Blanco,1226,0,Centro,44100,20.74655438,-103.2971552,2021/10/14 12:22,2021/10/26 10:52
483,533,14,Av. del Bajío,5901,0,El Bajío,45019,20.6974324,-103.4636593,2021/10/14 14:41,2023/08/28 16:42
484,532,14,Avenida Plan de San Luis,1820,0,Chapultepec Country,44620,0,0,2021/10/14 17:43,2022/11/11 12:02
485,532,14,Av. Vallarta,1852,0,Americana,44130,0,0,2021/10/15 08:36,2022/01/30 20:09
486,612,14,C. Juárez,388,0,Centro,48300,20.60775997,-103.5015361,2021/10/15 08:48,2022/05/29 22:26
487,532,14,Av. Cruz del Sur,2998,0,Bosques de la Victoria,45050,0,0,2021/10/15 09:30,2022/05/29 21:25
488,533,14,Av. Periférico Pte.,760,Int. 1 y 2,San José del Bajío,45150,0,0,2021/10/15 10:43,2022/05/29 21:14
489,532,14,Alfonso Reyes,456,0,Colinas de la Normal,44270,0,0,2021/10/15 12:22,2023/08/29 16:14
490,532,14,SIN DATO,0,0,SIN DATO,0,0,0,2021/10/15 16:02,2023/09/14 16:08
491,533,14,Egipcios,360,202-B,Altamira,45160,0,0,2021/10/15 16:07,2023/04/20 12:01
492,532,14,Av. Miguel Hidalgo y Costilla,1681,S/N,Ladrón de Guevara,44600,20.67665815,-103.3727512,2021/10/15 16:11,2022/08/05 12:41
493,544,14,Cto. Azulejo Mayólica,249,Casa 14 - 3,Fracc. Los Cántaros,44565,0,0,2021/10/15 18:40,2023/08/02 18:56
494,532,14,VIDRIO ,1984,0,AMERICANA,44160,20.66769218,-103.368054,2021/10/18 10:24
495,532,14,VIDRIO ,1984,0,AMERICANA,44160,20.66769218,-103.368054,2021/10/18 10:27,2023/03/28 16:20
496,532,14,José Guadalupe Zuno,1881,0,Colonia Americana,44150,0,0,2021/10/18 11:20,2023/08/12 14:26
497,533,14,Av. Juan Gil Preciado ,2451,0,Jardines  de Nuevo Mexico,45138,0,0,2021/10/20 15:51
498,533,14,Av. Juan Gil Preciado ,2451,0,Jardines  de Nuevo Mexico,45138,0,0,2021/10/20 15:54,2023/07/19 12:50
499,533,14,La Villa ,88,0,El Vigia,45100,20.72768638,-103.3911929,2021/10/20 16:08,2023/08/30 15:31
500,612,14,Avenida Francisco Villa ,799,0,Versalles,48310,20.63429285,-105.2251719,2021/10/20 16:09,2022/05/24 10:07
501,532,14,Pedro Moreno,668,0,Centro,44100,20.67578578,-103.3527027,2021/10/20 16:17,2023/03/30 12:10
502,532,14,Efraín González Luna ,1893,0,Americana,44150,20.6697495,-103.3662763,2021/10/22 15:08,2022/03/29 18:11
503,532,14,C. Aurelio Luis Gallardo,743,0,Ladrón de Guevara,44680,20.68950017,-103.3762723,2021/10/22 18:33,2022/09/29 11:57
504,533,14,Avenida López Mateos Sur,5225,0,Las Águilas,45080,20.62991008,-103.4165516,2021/10/23 09:02,2021/10/25 11:39
505,533,14,av. López Mateos,5225,0,Las Águilas,45080,0,0,2021/10/23 09:40,2021/10/25 11:39
506,532,14,C. Aurelio Luis Gallardo,743,0,Ladrón de Guevara,44680,0,0,2021/10/23 10:40
507,532,14,C. Aurelio Luis Gallardo,743,0,Ladrón de Guevara,44680,0,0,2021/10/23 13:18,2022/09/29 11:57
508,532,14,Pedro Moreno,668,0,Centro,44100,0,0,2021/10/25 15:35,2023/03/30 12:10
509,532,14,Boulevard Marcelino García Barragán,1665,0,Olímpica,44840,20.65233073,-103.3248849,2021/10/25 23:08,2021/12/04 21:43
510,532,14,Av. Ramón Corona,291,0,Centro,44100,20.78134948,-103.3287977,2021/10/27 07:56,2022/02/07 12:29
511,532,14,Miguel Blanco,1226,0,Centro,44100,20.74655438,-103.2971552,2021/10/27 12:00,2023/08/29 16:14
512,533,14,Av. Xochitl,3709,0,Ciudad del Sol,45050,0,0,2021/10/31 12:50,2021/10/31 12:54
513,533,14,Av. Xochitl,3709,0,Ciudad del Sol,45050,0,0,2021/11/01 11:45
514,532,14,Avenida Americas,226,12,Ladrón de Guevara,44600,0,0,2021/11/01 16:51,2022/05/24 10:07
515,533,14,AV. TABACHINES ,2338,0,TABACHINES,45188,0,0,2021/11/03 10:42
516,533,14,AVENIDA OBSIDIANA ,1609,0,RESIDENCIAL VICTORIA,45089,20.64735507,-103.400335,2021/11/03 12:34,2021/11/25 12:12
517,532,14,SIN DATO,0,0,SIN DATO,0,0,0,2021/11/04 10:31,2021/11/30 12:57
518,533,14,Av. Xochitl,3709,0,Ciudad del Sol,45050,20.65483389,-103.4035302,2021/11/07 11:49,2023/04/18 11:13
519,533,14,Av. Xochitl,3709,0,Ciudad del Sol,45050,0,0,2021/11/08 09:36,2023/08/29 12:35
520,532,14,Av. Pablo Casals 2983,2983,0,Prados Providencia,44630,20.68649359,-103.390321,2021/11/10 19:03
521,532,14,Pavo,466,N/A,Centro,44100,20.6686215,-103.3571822,2021/11/14 18:14,2023/04/27 14:57
522,532,14,Avenida la paz ,1206,N/A,Centro,44100,0,0,2021/11/14 18:40,2023/04/27 14:57
523,532,14,Calz. del Federalismo Norte ,1809,1,San Miguel de Mezquitan,44260,0,0,2021/11/18 11:24,2022/09/14 19:16
524,532,14,Av. Chapultepec,67,23,Ladrón de Guevara,44600,20.63863963,-103.3411005,2021/11/18 11:39,2022/03/09 19:28
525,532,14,Bernardo de Balbuena ,147,0,Ladrón de Guevara,44600,20.67868325,-103.3727726,2021/11/18 13:00,2023/09/07 13:00
526,532,14,Jose María Mendez Olivares,3194,0,5 de Mayo ,44960,0,0,2021/11/19 18:54,2023/09/14 18:37
527,533,14,Circuito del lince poniente,3286,0,Ciudad Bugambilias,45237,0,0,2021/11/24 10:18,2021/11/25 12:12
528,532,14,Av. Enrique Díaz de León,90,0,Centro,46100,20.67789906,-103.3592543,2021/11/24 12:33,2021/11/24 13:56
529,532,14,Av. Enrique Díaz de León,90,0,Centro,46100,20.67789906,-103.3592543,2021/11/24 12:49,2021/11/24 13:11
530,532,14,Av. Enrique Díaz de León,90,0,Centro,46100,20.67789906,-103.3592543,2021/11/24 13:56,2021/11/24 17:38
531,532,14,Av. Enrique Díaz de León,90,0,Centro,46100,20.67789906,-103.3592543,2021/11/24 14:48
532,532,14,Garibaldi,924,0,Capilla de Jesús Zona Centro,44200,20.681406,-103.3584282,2021/11/24 15:02,2023/08/10 13:12
533,532,14,Av. Enrique Díaz de León,90,0,Centro,46100,20.67789906,-103.3592543,2021/11/24 16:28,2021/11/24 16:30
534,532,14,Av. Enrique Díaz de León,90,0,Centro,46100,20.67789906,-103.3592543,2021/11/24 16:59
535,532,14,Av. Enrique Díaz de León,90,0,Centro,46100,20.67789906,-103.3592543,2021/11/24 17:44
536,532,14,Av. Americas,1297,0,Providencia,44600,20.68596299,-103.3719759,2021/11/24 17:57,2021/11/25 10:15
537,532,14,Av. Enrique Díaz de León ,90,0,Centro,44160,20.68069486,-103.3739203,2021/11/25 10:37,2021/11/25 13:36
538,532,14,Av. Enrique Díaz de León ,90,0,Centro,44160,20.68069486,-103.3739203,2021/11/29 12:43,2021/11/29 14:04
539,532,14,Av. Enrique Díaz de León ,90,0,Centro,44160,20.67790032,-103.359257,2021/11/29 14:04,2021/12/02 12:03
540,532,14,Av. Enrique Díaz de León ,90,0,Centro,44160,20.67790032,-103.359257,2021/12/02 14:19,2021/12/08 17:48
541,532,14,Boulevard General Marcelino García Barragán,1665,0,Olímpica,44840,0,0,2021/12/04 21:39,2021/12/04 21:42
542,533,14,Anillo Periférico Poniente Manuel Gómez Morín,7255,0,Bajío II,45010,0,0,2021/12/06 13:59,2022/02/24 11:16
543,532,14,SIN DATO,0,0,SIN DATO,0,0,0,2021/12/06 14:14,2022/02/24 11:16
544,532,14,Avenida Niños Heroes,2597,0,Jardines del bosque,44520,20.66648622,-103.3822293,2021/12/07 10:34,2023/07/25 15:19
545,532,14,Ramon Corona ,370,7 piso ,centro ,44100,20.5806235,-102.9803201,2021/12/07 15:40,2022/01/06 15:36
546,532,14,Av. Enrique Díaz de León,324,111,Colonia Americana,44100,20.67221714,-103.3595172,2021/12/07 16:47
547,532,14,Av. Enrique Díaz de León,324,111,Colonia Americana,44100,20.67221714,-103.3595172,2021/12/07 18:06,2021/12/15 13:39
548,532,14,Av. Enrique Díaz de León,324,111,Colonia Americana,44100,20.67221714,-103.3595172,2021/12/10 12:34,2021/12/10 14:03
549,533,14,Hector Berlioz,4783,0,Prados Guadalupe,45039,0,0,2021/12/11 13:08,2022/09/15 17:03
550,532,14,Av. Enrique Díaz de León,324,111,Colonia Americana,44100,20.67221714,-103.3595172,2021/12/15 11:51
551,532,14,Av. Enrique Díaz de León,324,111,Colonia Americana,44100,20.67221714,-103.3595172,2021/12/15 11:54
552,532,14,Av. Enrique Díaz de León,324,111,Colonia Americana,44100,20.67221714,-103.3595172,2021/12/15 11:55,2021/12/16 14:44
553,532,14,Av. Enrique Díaz de León ,90,0,Centro,44160,20.67790032,-103.359257,2021/12/15 12:26,2021/12/15 13:27
554,532,14,Niños Héroes ,1555,501,Moderna ,44190,0,0,2021/12/16 12:50,2023/06/07 14:02
555,532,14,Av. Enrique Díaz de León,324,111,Colonia Americana,44100,20.67221714,-103.3595172,2021/12/16 14:56,2021/12/17 10:22
556,532,14,Av. Enrique Díaz de León ,90,0,Centro,44160,20.67790032,-103.359257,2021/12/17 10:22,2021/12/17 12:18
557,532,14,Av. Enrique Díaz de León,324,111,Colonia Americana,44100,20.67221714,-103.3595172,2021/12/17 10:29,2022/01/10 10:42
558,532,14,Juan de Dios Robledo ,537,0,San Juan Bosco,44730,0,0,2021/12/30 13:05
559,532,14,Juan de Dios Robledo ,537,0,San Juan Bosco,44730,20.67595007,-103.3097669,2021/12/30 13:11,2022/08/29 17:24
560,532,14,Av. Enrique Díaz de León ,90,0,Centro,44160,20.67790032,-103.359257,2022/01/03 09:24,2022/11/10 10:34
561,532,14,Ramon Corona ,370,7 piso ,centro ,44100,20.76485372,-103.2532099,2022/01/06 14:01
562,533,14,Chimalhuacan,20, ,Ciudad del Sol,45050,20.80305046,-103.3850458,2022/01/06 14:19,2022/11/18 10:55
563,532,14,SIN DATO,0,0,SIN DATO,0,0,0,2022/01/06 15:36
564,532,14,Avenida Pablo Casals,2983,0,Prados Providencia,44630,20.65541745,-103.3089569,2022/01/07 11:06,2022/05/16 10:55
565,539,14,Carretera Libre a Zapotlanejo,Kilometro 17.5,0,Puente Grande,45420,20.38499645,-102.3973749,2022/01/07 11:25,2023/08/03 10:38
566,532,14,Av. Libertad,1511,0,Americana,44160,18.81799038,-104.6484735,2022/01/07 12:12,2022/11/10 10:36
567,532,14,Pablo Casals,2983,0,Prados Providencia,44630,0,0,2022/01/07 13:36,2022/05/16 10:55
568,532,14,Avenida Federalismo Sur,47,0,Centro,44100,20.67579741,-103.3544746,2022/01/08 11:29,2022/06/25 08:10
569,532,14,González Ortega,30,0,Centro,44100,20.66645716,-103.3657171,2022/01/10 10:24,2022/01/10 14:05
570,532,14,Av. Enrique Díaz de León,324,111,Colonia Americana,44100,20.67221714,-103.3595172,2022/01/10 12:05,2022/10/20 09:58
571,532,14,Fermin Riestra,1473,0,Moderna,44190,0,0,2022/02/01 14:06,2022/03/29 18:11
572,532,14,Av. Hidalgo ,190,0,Centro ,44100,20.67750885,-103.3444405,2022/02/04 14:35,2023/07/07 15:29
573,532,14,Santa Monica ,755,0,Centro,44200,0,0,2022/02/05 11:33,2022/02/08 16:12
574,532,14,Av. Hidalgo,190,0,Centro,44100,0,0,2022/02/08 11:02,2023/07/07 15:29
575,532,14,Av. Hidalgo,2433,0,Vallarta Norte,44690,0,0,2022/02/23 11:12,2022/06/24 10:53
576,532,14,AV. MANUEL ACUÑA,2095,0,LADRON DE GUEVARA,44600,20.68435067,-103.3791849,2022/02/23 19:52,2023/07/08 14:05
577,533,14,Oscar Wilde,5561,0,Jardines Vallarta,45020,20.68187519,-103.4293002,2022/02/25 12:26,2022/02/25 12:31
578,533,14,Oscar Wilde,5561,0,Jardines Vallarta,45020,20.68187519,-103.4293002,2022/02/25 12:36
579,533,14,Oscar Wilde,5561,0,Jardines Vallarta,45020,20.68187519,-103.4293002,2022/02/25 12:37
580,533,14,Oscar Wilde,5561,0,Jardines Vallarta,45020,20.68187519,-103.4293002,2022/02/25 12:38
581,533,14,Oscar Wilde,5561,0,Jardines Vallarta,45020,20.68187519,-103.4293002,2022/02/25 12:40,2022/03/01 14:31
582,532,14,Manuel López Cotilla,1976,0,Arcos Vallarta,44130,20.67369196,-103.3749962,2022/02/28 13:16,2023/06/07 12:27
583,533,14,Oscar Wilde,5561,0,Jardines Vallarta,45027,20.68187519,-103.4293002,2022/03/01 16:21,2023/04/17 11:09
584,532,14,AV. MANUEL ACUÑA,2095,0,LADRON DE GUEVARA,44600,0,0,2022/03/02 17:41,2023/07/08 14:05
585,532,14,Normalistas,564,0,Colinas de la Normal,44270,20.69472255,-103.3424234,2022/03/05 11:04
586,532,14,Normalistas,564,0,Colinas de la Normal,44270,20.69472255,-103.3424234,2022/03/05 11:09
587,532,14,Normalistas,564,0,Colinas de la Normal,44270,20.69472255,-103.3424234,2022/03/05 11:12
588,532,14,Normalistas,564,0,Colinas de la Normal,44270,20.69472255,-103.3424234,2022/03/05 11:14
589,532,14,Normalistas,564,0,Colinas de la Normal,44270,20.69472255,-103.3424234,2022/03/05 11:18,2023/06/30 13:13
590,532,14,calzada Independencia,407,0,Centro ,44100,0,0,2022/03/09 13:47
591,543,14,Independencia,393,0,Rancho Blanco,45560,0,0,2022/03/09 13:50,2022/03/23 10:21
592,533,14,Av. Ávila Camacho ,225,0,El Capullo,45150,0,0,2022/03/09 17:33
593,543,14,Independencia ,393,0,Rancho Blanco,45560,0,0,2022/03/09 17:35
594,532,14,Av. Chapultepec,67,23,Ladrón de Guevara,44600,20.63863963,-103.3411005,2022/03/10 12:12,2022/03/14 16:49
595,580,14,Av. Juan Pablo II,409,0,Los Lagos ,47030,0,0,2022/03/11 13:05,2022/03/31 08:17
596,543,14,Niños Heroes,683,0,Alamo,45560,0,0,2022/03/14 13:59,2022/03/23 10:09
597,532,14,Av. México,2593,0,Ladrón de Guevara ,44600,0,0,2022/03/14 14:01,2022/06/21 17:22
598,533,14,AV. Adolfo López Mateos,2551,0,Loma Bonita,45167,0,0,2022/03/14 16:52,2022/06/20 16:06
599,533,14,AV. Vallarta,4449,0,Jardines de San Ignacio,45040,0,0,2022/03/14 17:00,2022/06/21 17:35
600,533,14,Av. Ávila Camacho ,225,0,El Capullo,45150,0,0,2022/03/14 17:08,2022/08/08 11:54
601,543,14,Independencia,393,0,Rancho Blanco,45560,0,0,2022/03/14 17:09
602,532,14,Calzada Independencia,407,0,La Perla,44100,0,0,2022/03/14 17:11,2022/06/22 09:05
603,532,14,SIN DATO,0,0,SIN DATO,0,0,0,2022/03/14 18:21,2022/03/23 10:21
604,532,14,MORELOS,570,0,CENTRO,44100,20.67653662,-103.3508978,2022/03/14 23:34,2023/05/03 13:13
605,532,14,Nelson,224,0,Vallarta Norte,44690,0,0,2022/03/15 12:18,2022/04/04 19:52
606,532,14,Av. Chapultepec,67,23,Ladrón de Guevara,44600,20.63863963,-103.3411005,2022/03/16 10:10,2022/03/16 15:56
607,580,14,Av. Juan PAblo II,409,0,Los Lagos,47030,0,0,2022/03/17 14:21,2022/03/31 08:17
608,532,14,SIN DATO,0,0,SIN DATO,0,0,0,2022/03/23 10:51,2022/06/21 17:35
609,532,14,Analco,285,0,Barrio de Analco,44450,0,0,2022/03/24 12:59,2023/05/31 12:48
610,532,14,Avenida Eulogio Parra,3113,0,Prados Providencia,44670,20.65491406,-103.3611419,2022/03/24 13:33,2023/06/27 13:24
611,532,14,SIN DATO,0,0,SIN DATO,0,0,0,2022/04/04 16:43,2022/04/04 19:52
612,533,14,Chimalhuacan,3569,PB Int. C,Ciudad del Sol,45050,20.65004496,-103.3993795,2022/05/05 12:50,2022/10/20 09:54
613,532,14,Juan Álvarez ,2372,0,Ladrón de Guevara,44600,20.68528788,-103.3765894,2022/05/09 11:14,2022/11/03 20:34
614,532,14,Av Faro,2350,12,Verde valle ,44550,20.65174487,-103.3899039,2022/05/18 14:57,2022/05/18 14:58
615,532,14,Lerdo de Tejada,2469,0,Arcos Sur,45500,0,0,2022/05/18 14:58,2022/08/16 13:47
616,533,14,Av. López Mateos Sur,4154,0,La Giralda,45088,0,0,2022/05/27 12:47,2022/05/27 15:14
617,612,14,Av. Revolución,558,0,Las Juntas,48290,20.54897362,-105.1868036,2022/05/30 16:22,2022/06/23 15:51
618,627,14,Prolongación Ignacio López Rayón,699,0,La Grana,48900,0,0,2022/06/09 14:14,2023/05/25 16:59
619,627,14,Allende ,39,0,centro,48900,0,0,2022/06/09 14:39,2023/07/17 21:23
620,627,14,Prolongación Ignacio López Rayón,699,A,La Grana,48900,0,0,2022/06/09 16:18,2023/07/17 21:23
621,539,14,Carretera Libre a Zapotlanejo,Kilometro 17.5,N/A,Puente Grande,45420,0,0,2022/06/14 10:50,2023/08/03 10:38
622,532,14,Eulogio Parra,2325,401,Ladron de Guevara,44600,0,0,2022/06/20 11:26,2023/01/24 11:11
623,631,14,Jalisco,305,0,Centro Ciudad Guzman,49000,19.69093656,-103.4646647,2022/06/23 12:15,2022/06/25 12:15
624,532,14,Federalismo Sur,47,0,Centro,44100,0,0,2022/06/25 09:50,2022/11/02 16:56
625,532,14,Juan de Dios Robledo ,537,0,San Juan Bosco,44730,0,0,2022/07/07 16:24
626,533,14,Av. Patria,1286,0,Villa Universitaria,45110,20.69339772,-103.4148431,2022/07/07 17:25,2023/02/27 14:05
627,532,14,Lerdo de Tejada,2469,0,Arcos Sur,44500,20.67044213,-103.3793145,2022/07/15 14:29,2022/08/16 13:47
628,612,14,Av. México,1255,0,Agua Zarca,48315,20.84392471,-103.2408502,2022/07/15 17:32,2023/09/05 18:17
629,533,14,Av. Juan Gil Preciado,3897,0,Hogares de Nuevo México,45138,20.70994905,-103.4399774,2022/07/15 17:40,2022/09/05 11:32
630,532,14,Av. Cruz del Sur,2998,0,Bosques de la Victoria,45050,0,0,2022/07/16 11:13,2022/09/17 12:08
631,532,14,Av. Americas,1297,0,Providencia,44630,0,0,2022/07/28 16:30,2022/11/10 10:35
632,532,14,Av. Americas,3,148,Americana,44600,20.67346359,-103.3671427,2022/07/30 10:42,2022/07/30 13:23
633,532,14,Av. Americas,3,.,Americana,44160,20.67346359,-103.3671427,2022/07/30 13:11,2023/04/20 13:07
634,536,14,Ahuehuete,2,0,Fracc. Camino Real,45306,0,0,2022/07/31 15:13,2023/05/30 20:09
635,532,14,SIN DATO,0,0,SIN DATO,0,0,0,2022/08/05 10:55,2022/08/08 11:54
636,532,14,Francisco Javier Gamboa,169,0,Lafayette,44160,0,0,2022/08/13 11:39,2023/02/25 15:33
637,532,14,Paseo Degollado,90,Nivel 1 y 2,Centro,44100,0,0,2022/08/13 11:43,2023/05/30 20:09
638,532,14,Carlos F. Landeros,163,0,Ladron de Guevara,44600,0,0,2022/08/13 11:45
639,532,14,SIN DATO,0,0,SIN DATO,0,0,0,2022/08/24 17:15,2023/07/25 15:19
640,533,14,Emiliano Zapata,110,0,Zapopan centro,45100,0,0,2022/09/08 20:34,2023/08/30 15:00
641,533,14,Colina Galia,2107,0,Colinas de Atemajac,45170,0,0,2022/09/13 21:45,2023/09/04 19:03
642,532,14,reforma,1938,0,ladron de guevara,44600,0,0,2022/09/15 15:19,2023/01/31 10:43
643,532,14,Av. Federalismo Norte,2269-A,2,Jardines del Country,44210,20.70317392,-103.3544966,2022/09/20 10:55,2023/08/28 15:04
644,532,14,Calz. del Federalismo Norte,1809,A,San Miguel de Mezquitan,44216,0,0,2022/09/22 12:05
645,532,14,Mar Rojo,1172,0,San Miguel de Mezquitan,44260,0,0,2022/09/28 11:29,2023/08/28 15:04
646,532,14,Av. 16 de Septiembre,245,0,Centro,44100,20.67299495,-103.3469517,2022/10/05 12:53
647,532,14,Av. 16 de Septiembre,245,0,Centro,44100,20.67299495,-103.3469517,2022/10/05 12:54,2022/11/02 16:41
648,544,14,Av. López Mateos Sur,10100,0,Los Gavilanes Poniente,45645,20.57658631,-103.4528875,2022/10/05 16:18,2022/10/05 16:20
649,544,14,Av. López Mateos Sur,10100,0,Los Gavilanes Poniente,45645,20.57658631,-103.4528875,2022/10/05 16:33
650,544,14,Av. López Mateos Sur,10100,0,Los Gavilanes Poniente,45645,20.57658631,-103.4528875,2022/10/05 16:58,2023/09/13 09:23
651,612,14,Carretera a Tepic,5515,0,Las Juntas,48291,0,0,2022/10/05 17:09
652,612,14,Blvd. Francisco Medina Ascencio,2180,0,Díaz Ordaz,48310,20.63699382,-105.2078224,2022/10/05 17:15
653,612,14,Blvd. Francisco Medina Ascencio,2180,0,Díaz Ordaz,48310,20.63699382,-105.2078224,2022/10/05 17:21
654,612,14,Blvd. Francisco Medina Ascencio,2180,0,Díaz Ordaz,48310,20.63699382,-105.2078224,2022/10/05 17:31,2023/09/01 17:55
655,539,14,Av. Tonaltecas,333,0,Agua Escondida,45400,21.04868981,-103.5278681,2022/10/05 17:38
656,539,14,Av. Tonaltecas,333,0,Agua Escondida,45400,21.04868981,-103.5278681,2022/10/05 17:44
657,539,14,Av. Tonaltecas,333,0,Agua Escondida,45400,21.04868981,-103.5278681,2022/10/05 17:48,2023/08/29 19:40
658,533,14,Av. Juan Gil Preciado,3897,0,Hogares de Nuevo México,45138,20.70994905,-103.4399774,2022/10/05 17:54
659,533,14,Av. Juan Gil Preciado,3897,0,Hogares de Nuevo México,45138,20.70994905,-103.4399774,2022/10/06 15:18
660,533,14,Av. Juan Gil Preciado,3897,0,Hogares de Nuevo México,45138,20.70994905,-103.4399774,2022/10/06 15:25,2023/09/05 13:52
661,532,14,Av. Vallarta,1458,0,Americana,44100,20.85375052,-103.2422235,2022/10/06 15:50
662,532,14,Av. Vallarta,1458,0,Americana,44100,20.85375052,-103.2422235,2022/10/06 15:53
663,532,14,Av. Vallarta,1458,0,Americana,44100,20.85375052,-103.2422235,2022/10/06 15:59,2023/09/05 18:03
664,532,14,Avenida federalismo sur,47,0,Centro,44100,0,0,2022/11/02 09:13,2022/11/06 10:47
665,532,14,Avenida federalismo sur,47,0,Centro,44100,0,0,2022/11/02 09:23,2022/11/05 15:31
666,532,14,Avenida federalismo sur,47,0,Centro,44100,0,0,2022/11/02 17:06
667,532,14,Avenida federalismo sur,47,0,Centro,44100,0,0,2022/11/02 17:11
668,532,14,Av. 16 de Septiembre,410,5A,Centro,44100,20.67071881,-103.3473768,2022/11/03 15:45,2022/12/13 07:33
669,532,14,Av. Enrique Díaz de León,324, ,Colonia Americana,44100,20.67221714,-103.3595172,2022/11/04 16:40,2022/11/22 12:22
670,532,14,Morelos,570,0,Zona Centro,44100,0,0,2022/11/10 14:31,2023/04/20 18:02
671,532,14,Av. Federalismo Sur,47,0,Centro,44100,20.67579741,-103.3544773,2022/11/14 09:57,2022/11/14 10:01
672,532,14,Av. Enrique Díaz de León ,90,0,Centro,44160,20.67790032,-103.359257,2022/11/14 10:10,2022/11/14 13:17
673,532,14,Av. Federalismo Sur,47,0,Centro,44100,20.67579741,-103.3544773,2022/11/14 10:11,2022/11/17 08:35
674,532,14,Av. Enrique Díaz de León ,90,0,Centro,44160,20.67790032,-103.359257,2022/11/15 10:16,2022/11/15 12:37
675,532,14,Av. Enrique Díaz de León ,90,0,Centro,44160,20.67790032,-103.359257,2022/11/16 10:32,2022/11/22 12:26
676,645,14,Av. Federalismo Sur,47,0,Centro,44100,20.67579741,-103.3544773,2022/11/17 08:44,2023/09/01 15:06
677,533,14,Chimalhuacan,20, ,Ciudad del Sol,45050,20.80305046,-103.3850458,2022/11/18 12:14
678,533,14,Chimalhuacan,20, ,Ciudad del Sol,45050,20.80305046,-103.3850458,2022/11/18 12:18,2022/11/24 11:46
679,532,14,Av. Enrique Díaz de León ,90,0,Centro,44160,20.67790032,-103.359257,2022/11/23 12:02,2022/11/23 13:00
680,532,14,Av. Enrique Díaz de León ,90,0,Centro,44160,20.67790032,-103.359257,2022/11/23 14:10,2022/11/24 16:48
681,532,14,Av. 16 de Septiembre,245,0,Centro,44100,20.67299495,-103.3469517,2022/11/23 17:41,2022/11/30 14:46
682,533,14,Chimalhuacan,20, ,Ciudad del Sol,45050,20.80305046,-103.3850458,2022/11/24 11:04,2023/07/20 15:45
683,532,14,Av. Enrique Díaz de León,324, ,Colonia Americana,44100,20.67221714,-103.3595172,2022/11/24 14:27,2022/11/25 09:42
684,532,14,Av. Enrique Díaz de León,324, ,Colonia Americana,44100,20.67221714,-103.3595172,2022/11/25 09:49,2022/11/30 10:34
685,532,14,Av. Enrique Díaz de León ,90,0,Centro,44160,20.67790032,-103.359257,2022/11/25 11:37,2022/11/25 13:09
686,532,14,Av. Enrique Díaz de León ,90,0,Centro,44160,20.67790032,-103.359257,2022/11/25 13:26,2022/11/25 14:23
687,532,14,Av. Enrique Díaz de León ,90,0,Centro,44160,20.67790032,-103.359257,2022/11/25 16:38,2022/11/25 17:03
688,532,14,Av. Enrique Díaz de León ,90,0,Centro,44160,20.67790032,-103.359257,2022/11/25 17:10,2023/09/07 12:34
689,532,14,Av. Enrique Díaz de León,324, N/A,Colonia Americana,44100,20.66932789,-103.3508348,2022/12/09 10:18,2023/09/07 12:11
690,631,14,Nicolás Bravo ,339,4,Centro,49000,19.71235489,-103.4746399,2022/12/10 12:10
691,631,14,Nicolás Bravo ,339,4,Centro,49000,19.71235489,-103.4746399,2022/12/10 12:12
