id,municipio_id,estado_id,calle,numero_exterior,numero_interior,colonia,codigo_postal,latitud,longitud,created_at,updated_at,deleted_at
236,533,14,Marcelino Champagnat,2981,0,Loma Bonita,45086,0,0,2020/06/30 18:16,2023/05/24 10:40
237,532,14,Av. López Mateos,1151-A,0,Italia Providencia,44630,20.69494956,-103.3740838,2020/07/14 11:47,2020/09/11 14:27
238,532,14,Av. López Mateos,1151-A,0,Italia Providencia,44630,0,0,2020/07/14 14:16,2021/09/29 21:24
239,532,14,5A,1165,0,EJIDO DE COPALITA,45200,0,0,2020/07/15 12:22,2023/07/12 13:15
240,532,14,JOAQUIN ANGULO,2480,0,LADRON DE GUEVARA,44600,20.68257064,-103.3795316,2020/07/22 16:29
241,532,14,Simon Bolivar,391,0,Obrera,44140,0,0,2020/07/24 14:11
242,532,14,LOPEZ MATEOS,478,0,VALLARTA SUR,44500,0,0,2020/08/05 12:37
243,532,14,López Mateos ,478,0,Vallarta Sur,44500,0,0,2020/08/05 13:11
244,532,14,López Mateos ,478,0,Vallarta Sur,44500,0,0,2020/08/05 13:30
245,532,14,Luis J. JImenez,5777,0,Primero de Mayo,44979,0,0,2020/08/11 14:54,2020/09/25 13:11
246,532,14,San Hilario,98,0,San Francisco Juriquilla,76230,0,0,2020/08/12 14:42,2020/09/25 13:11
247,532,14,Lopez Mateos Sur ,478,0,Vallarta sur,44500,20.67006068,-103.3907998,2020/08/17 16:01,2020/08/20 12:33
248,532,14,Lopez Mateos Sur ,478,0,Vallarta sur,44500,20.67006068,-103.3907998,2020/08/20 13:15
249,532,14,Lopez Mateos Sur ,478,0,Vallarta sur,44500,20.67006068,-103.3907998,2020/08/20 13:40,2023/06/06 13:32
250,532,14,Chapultepec Sur,722,0,Moderna,44190,0,0,2020/08/24 16:18,2020/09/08 13:57
251,532,14,Av. Vallarta,1543,0,Americana,44160,20.67437221,-103.370462,2020/09/02 12:14,2021/11/03 10:59
252,532,14,Pablo Valdez,3843,0,Ramon Lopez Velarde,44760,20.67498936,-103.2788658,2020/09/14 12:15,2020/11/13 11:32
253,532,14,Pablo Valdez,3843,0,Ramon Lopez Velarde,44760,0,0,2020/09/14 12:21,2020/11/13 11:32
254,533,14,Marcelino Champagnat,2981,0,Loma Bonita Sur,45000,0,0,2020/09/14 14:43
255,550,14,Carretera Chapala - Jocotepec km 67,s/n,s/n,Jocotepec,45800,0,0,2020/09/15 11:57,2023/09/14 17:39
256,550,14,Carretera Chapala,67,0,Jocotepec,45800,0,0,2020/09/15 11:57
257,550,14,Carretera Chapala - Jocotepec,km 67,0,Jocotepec,45800,20.29754106,-103.3771634,2020/09/21 18:56,2023/02/22 15:56
258,532,14,Avenida Lázaro Cárdenas ,2862,0,Jardines del Bosque,44520,20.65651854,-103.3273816,2020/09/30 11:40
259,532,14,Avenida Lázaro Cárdenas ,2862,0,Jardines del Bosque,44520,20.65651854,-103.3273816,2020/09/30 12:49
260,532,14,Avenida Lázaro Cárdenas ,2862,0,Jardines del Bosque,44520,20.65651854,-103.3273816,2020/09/30 13:02
261,532,14,Avenida Lázaro Cárdenas ,2862,0,Jardines del Bosque,44520,20.65651854,-103.3273816,2020/09/30 13:06
262,532,14,Avenida Lázaro Cárdenas ,2862,0,Jardines del Bosque,44520,20.65651854,-103.3273816,2020/09/30 13:18,2020/09/30 13:33
263,532,14,Avenida Lázaro Cárdenas ,2862,0,Jardines del Bosque,44520,20.65651854,-103.3273816,2020/09/30 14:10,2020/11/05 13:40
264,532,14,Calzada Independencia Norte,111,0,Centro,44100,20.67877014,-103.3401439,2020/09/30 18:49,2023/07/12 20:39
265,532,14,Av. Rio Nilo,3168,0,Jardines de la Paz,44820,0,0,2020/10/21 12:17,2020/11/02 20:01
266,532,14,Aveida Río Nilo ,3168,0,Jardines de la Paz,44820,0,0,2020/10/21 12:22,2020/11/02 20:01
267,532,14,Boulevard Marcelino García Barragán ,1610,0,Atlas,44870,20.65262107,-103.3257638,2020/10/26 12:10,2022/09/29 09:42
268,532,14,Avenida Enrique Díaz de León ,80,0,Americana,44160,20.67536076,-103.3596164,2020/10/26 12:17,2022/09/29 09:43
269,532,14,Avenida Américas ,425,0,Ladrón de Guevara,44600,20.68464549,-103.3737516,2020/10/26 16:04,2022/09/29 09:44
270,532,14,Av. Miguel Hidalgo I Costilla,1717,0,Ladron de Guevara,44600,20.67646608,-103.3739581,2020/10/28 12:19,2020/11/12 14:08
271,532,14,Presa Del Tintero,983,0,San Joaquin,44760,0,0,2020/10/28 12:27,2023/07/21 18:36
272,532,14,Héroes Ferrocarrileros,1325,0,La Aurora,44460,20.65380796,-103.3459425,2020/10/28 12:36,2022/11/29 16:22
273,532,14,Av. Hidalgo,2308,0,Ladrón de Guevara,44690,20.67786615,-103.3483602,2020/10/29 15:44
274,631,14,Jalisco,305,0,Centro Ciudad Guzman,49000,19.69093656,-103.4646647,2020/11/05 12:48,2020/11/19 13:29
275,532,14,Ignacio Ramos Praslow,557,0,Jardines Alcalde,44298,0,0,2020/11/05 12:54,2022/06/25 12:15
276,532,14,Sol,2742,0,Jardines del Bosque,44520,20.66325713,-103.3848493,2020/11/06 14:06,2020/11/25 18:14
277,532,14,Sol,2742,0,Jardines del bosque,44520,0,0,2020/11/06 14:14,2020/11/25 18:14
278,532,14,Avenida Lázaro Cárdenas ,2862,0,Jardines del Bosque,44520,20.65651854,-103.3273816,2020/11/11 14:31,2023/09/11 11:25
279,631,14,Jalisco,305,0,Centro Ciudad Guzman,49000,19.69092504,-103.4644316,2020/11/12 15:44
280,532,14,Av. Miguel Hidalgo I Costilla,1717,0,Ladron de Guevara,44600,20.67646608,-103.3739581,2020/11/23 18:20
281,532,14,Av. Miguel Hidalgo I Costilla,1717,0,Ladron de Guevara,44600,20.67646608,-103.3739581,2020/11/23 18:20,2023/07/21 18:36
282,533,14,Avenida Patria ,1201,0,Lomas del Valle ,45129,20.69470248,-103.4181905,2020/12/02 13:33,2023/08/22 17:53
283,545,14,Prolongación Juan Aldama,28,0,Centro,45680,20.75511585,-103.2843379,2020/12/04 00:14,2020/12/12 00:03
284,545,14,Prolongación Juan Aldama,28,0,Centro,45680,0,0,2020/12/04 00:44,2020/12/10 15:13
285,593,14,JOSE GUTIERREZ LOPEZ,100,D,PREDIO RUSTICO,47504,21.75231523,-102.0246649,2020/12/04 22:56
286,593,14,JOSE GUTIERREZ LOPEZ,100,D,PREDIO RUSTICO,47504,21.75231523,-102.0246609,2020/12/04 23:04,2020/12/05 11:38
287,593,14,José Gutiérrez López,100,D,Comunidad de Betulia Lagos de Moreno,47504,21.75229968,-102.0246991,2020/12/06 12:32,2022/01/25 14:20
288,532,14,SIN DATO,0,0,SIN DATO,0,0,0,2020/12/07 11:36
289,532,14,Plazuela del Estanque,0,4,Fraccionamiento arboles San Ignacio,72590,0,0,2020/12/07 14:07,2020/12/11 13:52
290,532,14,Hacienda Apacuero,1952,0,Fraccionamiento Arandas,44720,0,0,2020/12/07 14:13,2020/12/16 15:47
291,532,14,Avenida Mariano Otero,1180,2,Jardines del Bosque,44520,0,0,2020/12/07 14:13,2020/12/16 15:47
292,593,14,José Gutiérrez López,100,D,Comunidad de Betulia,47504,0,0,2020/12/07 14:34,2022/01/25 14:20
293,532,14,Garibaldi,924,0,Capilla de Jesús,44200,20.68105345,-103.3588655,2020/12/08 13:32,2021/11/24 15:07
294,532,14,Av. Hidalgo,2308,0,Ladrón de Guevara,44690,20.67786615,-103.3483602,2020/12/08 14:16
295,532,14,GARIBALDI,931,0,CAPILLA DE JESUS,44200,0,0,2020/12/08 14:27,2023/08/10 13:12
296,532,14,Av. Hidalgo,2308,0,Ladrón de Guevara,44690,20.67786615,-103.3483602,2020/12/08 16:05
297,532,14,Av. Hidalgo,2308,0,Ladrón de Guevara,44690,20.67786615,-103.3483602,2020/12/09 12:04
298,532,14,Av. Hidalgo,2308,0,Ladrón de Guevara,44690,20.67786615,-103.3483602,2020/12/09 12:05
299,532,14,Av. Hidalgo,2308,0,Ladrón de Guevara ,44600,20.67658057,-103.3891134,2020/12/09 12:12,2022/12/05 10:33
300,597,14,EL LAVADERO ,750,0,CENTRO,47700,0,0,2020/12/09 15:00
301,532,14,Joaquín Angulo ,2480,0,Rojas Ladrón de Guevara ,44650,20.68253978,-103.3793625,2020/12/10 13:19,2021/08/10 11:40
302,597,14,EL LAVADERO ,750,0,CENTRO,47700,0,0,2020/12/11 13:48,2020/12/15 21:45
303,597,14,SIN DATO,0,0,Centro,0,0,0,2020/12/11 20:53,2020/12/15 21:45
304,533,14,Avenida Real Acueducto,360,Piso 1,Puerta de Hierro,45116,20.66948025,-103.3795526,2020/12/14 13:36
305,533,14,Avenida Real Acueducto,Piso 1,360 A,Puerta de Hierro,45116,0,0,2020/12/14 15:53
306,599,14,Francisco I. Madero,86,o,Centro,47750,20.54982475,-102.5068713,2020/12/15 19:14
307,599,14,Francisco I. Madero,86,o,Centro,47750,20.54982475,-102.5068713,2020/12/15 19:20,2020/12/16 13:55
308,599,14,Francisco I. Madero,86,o,Centro,47750,20.54982475,-102.5068713,2020/12/16 14:02
309,599,14,Francisco I. Madero,86,o,Centro,47750,20.54982475,-102.5068713,2020/12/16 14:23
310,599,14,Francisco I. Madero,86,o,Centro,47750,20.54982475,-102.5068713,2020/12/16 17:32
311,599,14,Francisco I. Madero,86,o,Centro,47750,20.54982475,-102.5068713,2020/12/16 17:34,2021/10/05 18:54
312,584,14,General Arteaga,290,0,Fraccionamiento Santa María ,47180,20.84059582,-103.8065388,2021/03/25 11:27,2021/05/13 16:18
313,532,14,Francisco de Quevedo,322,0,Arcos Vallarta,44130,0,0,2021/03/25 12:25,2021/05/13 16:18
314,543,14,Rivera,5069,SN ,Álamo Industrial,45590,22.19862225,-103.4125545,2021/04/14 14:27,2023/08/23 19:20
315,543,14,Rivera ,5069,0,Álamo industrial  ,45590,0,0,2021/04/16 15:10,2023/08/23 19:20
316,550,14,Carretera Chapala-Jocotepec km 67,s/n,s/n,Jocotepec,45800,0,0,2021/04/21 19:28
317,550,14,Carretera Chapala-Jocotepec km 67,s/n,s/n,Jocotepec,45800,0,0,2021/04/21 19:37
318,550,14,Carretera Chapala-Jocotepec km 67,s/n,s/n,Jocotepec,45800,0,0,2021/04/21 19:52
319,550,14,Carretera Chapala-Jocotepec km 67,s/n,s/n,Jocotepec,45800,0,0,2021/04/21 19:55,2023/09/14 17:39
320,532,14,Avenida Adolfo Lopez Mateos Sur,2077,15-16,Chapalita,44500,20.65581743,-103.3958718,2021/04/27 12:10,2021/04/28 11:38
321,532,14,SIN DATO,0,0,SIN DATO,0,0,0,2021/04/27 12:15,2021/05/05 18:15
322,532,14,Avenida Adolfo Lopez Mateos Sur,2077,15-16,Chapalita,44500,20.65581743,-103.3958718,2021/04/28 12:16,2021/04/29 15:10
323,532,14,Avenida Adolfo Lopez Mateos Sur,2077,15-16,Chapalita,44500,20.65581743,-103.3958718,2021/04/29 15:18,2021/05/04 13:08
324,532,14,Avenida Adolfo Lopez Mateos Sur,2077,15-16,Chapalita,44500,20.65581743,-103.3958718,2021/05/04 13:24,2023/01/23 08:48
325,599,14,Independencia,53,0,Centro,47750,20.54886732,-102.5071987,2021/05/21 14:18,2021/05/21 15:55
326,599,14,Independencia,53,0,Centro,47750,20.54886732,-102.5071987,2021/05/24 12:27
327,599,14,Independencia,53,0,Centro,47750,20.54886732,-102.5071987,2021/05/24 12:27,2022/06/22 07:55
328,532,14,Mar Amarillo ,1484,0,Lomas del Country,44610,20.66498305,-103.2635095,2021/05/24 16:47,2021/06/02 15:01
329,532,14,Miguel Blanco,1126,0,Centro,44100,0,0,2021/05/24 16:54,2021/06/02 15:01
330,532,14,Av. López Mateos,1151-A,0,Italia Providencia,44630,20.69494956,-103.3740838,2021/05/26 12:20,2021/09/29 21:24
331,532,14,Santo Domingo,1120,0,Chapalita,44500,20.66029764,-103.3897068,2021/05/27 16:13,2021/06/15 15:05
332,532,14,Santo Domingo,1120,0,Chapalita,44500,0,0,2021/05/27 16:17,2021/06/15 15:05
333,533,14,Avenida Patria,747,1,Jardines de Guadalupe,45030,20.66330233,-103.4236895,2021/05/31 15:48
334,533,14,AV. Mariano Otero,5191,0,Arboledas Residencial,45070,0,0,2021/06/03 14:22,2022/07/13 16:33
335,532,14,SIN DATO,0,0,SIN DATO,0,0,0,2021/06/03 15:22,2022/07/13 16:33
336,532,14,Mar Amarillo ,1484,0,Lomas del Country,44610,0,0,2021/06/07 14:25,2023/07/31 08:53
337,533,14,Av Royal Country ,5462,27,Royal Country,45116,0,0,2021/06/07 14:32,2023/07/31 08:53
338,532,14,Toronto,1648,0,Providencia,44639,20.34474206,-103.3877924,2021/06/08 12:09
339,532,14,Toronto,1648,0,Providencia,44639,20.34474206,-103.3877924,2021/06/08 12:11,2021/09/17 12:49
340,532,14,López Cotilla,1465,Piso 6 y 7,Americana,44140,20.67356899,-103.3689237,2021/06/11 12:18,2022/03/03 17:34
341,532,14,López Cotilla,1465,Piso 6 Y 7,Americana,44140,0,0,2021/06/11 12:25,2023/03/24 15:33
342,554,14,km.62.0 Carretera Guadalajara - La Barca,s/n,0,centro,45950,20.37656051,-102.934058,2021/06/12 12:50
343,532,14,Avenida Juarez,323,3° Piso,Centro,44100,20.6749467,-103.3476692,2021/06/16 14:21
344,532,14,Avenida Juarez,323,3° Piso,Centro,44100,20.6749467,-103.3476692,2021/06/16 14:22
345,532,14,Avenida Juarez,323,3° Piso,Centro,44100,20.6749467,-103.3476692,2021/06/16 14:24
346,532,14,Avenida Juarez,323,3° Piso,Centro,44100,20.6749467,-103.3476692,2021/06/16 14:25
347,532,14,Avenida Juarez,323,3° Piso,Centro,44100,20.6749467,-103.3476692,2021/06/16 14:26
348,533,14,Obsidiana,2861,0,Residencial Victoria,45089,20.64121671,-103.401471,2021/06/16 14:26,2021/11/03 11:13
349,554,14,km.62.0 Carretera Guadalajara - La Barca,s/n,0,centro,45950,20.37656051,-102.934058,2021/06/16 14:28
350,554,14,km.62.0 Carretera Guadalajara - La Barca,s/n,0,centro,45950,20.37656051,-102.934058,2021/06/16 14:29
351,554,14,km.62.0 Carretera Guadalajara - La Barca,s/n,0,centro,45950,20.37656051,-102.934058,2021/06/16 14:32
352,554,14,km.62.0 Carretera Guadalajara - La Barca,s/n,0,centro,45950,20.37656051,-102.934058,2021/06/16 14:32
353,554,14,km.62.0 Carretera Guadalajara - La Barca,s/n,0,centro,45950,20.37656051,-102.934058,2021/06/16 14:33
354,554,14,km.62.0 Carretera Guadalajara - La Barca,s/n,0,centro,45950,20.37254816,-102.9526404,2021/06/16 14:33,2022/07/19 11:01
355,532,14,Avenida Juarez,323,3° Piso,Centro,44100,20.6749467,-103.3476692,2021/06/16 14:34
356,532,14,Avenida Juarez,323,3° Piso,Centro,44100,20.6749467,-103.3476692,2021/06/16 14:35
357,532,14,Avenida Juarez,323,3° Piso,Centro,44100,20.6749467,-103.3476692,2021/06/16 14:36
358,532,14,Avenida Juarez,323,3° Piso,Centro,44100,20.6749467,-103.3476692,2021/06/16 14:36,2023/08/29 11:29
359,554,14,Zaragoza,298,0,Centro,45950,20.37944843,-102.9300805,2021/06/17 13:56,2022/09/02 09:02
360,532,14,Experiencia,3140,0,SANTA ELENA DE LA CRUZ,44230,20.71444146,-103.3413798,2021/06/17 14:26
361,532,14,Avenida Experiencia,3140,-,Santa Elena de la Cruz,44230,20.71456858,-103.3413506,2021/06/17 14:27,2021/10/26 14:37
362,532,14,Libertad,112,0,Guadalajara Centro,44100,20.67067803,-103.3465379,2021/06/29 13:36,2023/09/09 15:53
363,533,14,Chimalhuacan,3569,PB Int. C,Ciudad del Sol,45050,20.65004496,-103.3993795,2021/07/01 10:45,2021/07/22 15:13
364,533,14,Chimalhuacan,20,0,Ciudad del Sol,45050,0,0,2021/07/01 11:04,2023/07/20 15:45
365,532,14,faro,2350,0,lkhjshahlahlsaf,45550,0,0,2021/07/05 17:17,2023/08/07 11:10
366,568,14,2 de Abril,14,0,La estación,46470,20.91252619,-103.989311,2021/07/06 13:32,2023/08/10 13:33
367,566,14,PROL. HACIENDA DEL FRESNO ,62,0,CHULA VISTA,46400,0,0,2021/07/06 13:42,2023/08/10 13:33
368,533,14,Av. España,1948,0,Moderna,44100,20.65509263,-103.3994766,2021/07/07 12:09,2021/10/07 09:07
369,533,14,Av. Lopez Mateos Sur,2199,0,Rinconada del Sol,45050,20.83355678,-103.1493118,2021/07/07 12:14,2021/10/04 15:25
370,533,14,Av. Guadalupe,5960,38,Plaza Guadalupe,45030,0,0,2021/07/07 12:22,2021/10/09 12:51
371,533,14,Carnero,5121,0,La calma,45070,20.63359754,-103.4199607,2021/07/07 13:15,2021/07/08 14:02
372,532,14,Manuel López Cotilla,1854,0,Americana,44160,20.67369196,-103.3749962,2021/07/07 13:21,2022/02/23 13:10
373,533,14,Carnero ,5121,0,La Calma,45070,0,0,2021/07/07 13:24,2022/02/05 10:46
374,532,14,Beristain y Souza,417,0,Col. Vallarta Sur,44500,0,0,2021/07/07 18:38,2023/01/17 11:42
375,533,14,Chimalhuacan,3569,PB Int. C.,Ciudad del Sol,45050,20.80305046,-103.3850458,2021/07/08 11:25,2021/07/15 13:45
376,532,14,Av. Vallarta,1944,0,Lafayette,44160,20.67447588,-103.376069,2021/07/12 10:42,2021/08/09 13:59
377,533,14,Carnero,5121,0,La calma,45070,20.63359754,-103.4199607,2021/07/12 12:22,2022/02/05 10:46
378,547,14,La Paz,8,0,Juan Gil Preciado,45740,20.37104107,-103.7290049,2021/07/12 13:36,2023/05/24 13:49
379,547,14,Fraternidad ,3,0,Juan Gil Preciado,45740,0,0,2021/07/12 13:44,2023/05/24 13:49
380,533,14,Chimalhuacan,20, ,Ciudad del Sol,45050,20.80305046,-103.3850458,2021/07/15 14:01,2021/07/22 10:31
381,631,14,Jalisco,305,0,Centro Ciudad Guzman,49000,19.69093656,-103.4646647,2021/07/15 14:37
382,532,14,Cabañas ,8,0,Las Fresas,44360,0,0,2021/07/16 13:42
383,532,14,Pedro Moreno,935,0,Centro,44100,20.67562437,-103.3580454,2021/07/19 11:46,2023/09/11 15:07
384,532,14,GARIBALDI ,2609,0,CIRCUNVALACION VALLARTA ,44680,0,0,2021/07/19 12:03,2023/09/11 15:07
385,533,14,Chimalhuacan,20,0,Ciudad del Sol,45050,0,0,2021/07/19 14:45,2021/07/19 16:22
386,532,14,Av. Ignacio Luis Vallarta,1151,0,Americana,44160,20.67432184,-103.3625561,2021/07/21 11:51,2022/01/10 14:42
387,533,14,J Kepler,4052,0,Arboledas,45070,20.62859054,-103.3472512,2021/07/22 19:15,2021/07/22 19:24
388,533,14,Calle José María Morelos,291,0,Centro,45100,20.72288167,-103.3883305,2021/07/26 13:06,2021/07/27 21:47
389,532,14,SIN DATO,0,0,SIN DATO,0,0,0,2021/07/26 13:59,2021/11/19 12:57
390,532,14,ERNESTO GUEVARA,17,0,RUBEN JARAMILLO,60013,0,0,2021/07/28 22:02,2023/09/04 10:36
391,533,14,AURORA BOREAL ,4277,3,ARBOLEDAS,45070,20.62855054,-103.4288518,2021/07/28 22:02
392,533,14,aurora boreal ,4277,3,arboledas,45070,20.63027387,-103.4294798,2021/07/28 22:18,2023/09/04 10:36
393,532,14,Av. Manuel Ávila Camacho ,1402-A,0,San Miguel de Mezquitan,44260,20.44317082,-102.8467157,2021/07/29 11:43,2021/07/29 11:46
394,533,14,Av. Rafael Sanzio,171,-,La Estancia,45030,20.67467945,-103.4298814,2021/07/29 15:50,2021/09/22 15:38
395,533,14,Av. Rafael Sanzio,171,-,La Estancia,45030,20.44317082,-103.2696893,2021/07/29 15:50,2021/07/30 20:39
396,532,14,Calle Independencia ,55,0,Centro ,44100,20.67823933,-103.3425781,2021/07/29 16:30,2022/03/11 17:17
397,533,14,Calle José María Morelos,291,0,Centro,45100,20.72288167,-103.3883305,2021/07/29 19:13,2021/11/19 12:57
398,532,14,Av Luis Perez Verdia,20,0,Ladrón de Guevara,44600,0,0,2021/07/30 20:36,2021/10/01 13:47
399,543,14,Tonala ,344,0,San Pedro Tlaquepaque,45500,20.63720699,-103.2942423,2021/08/03 11:12,2022/12/19 11:01
400,543,14,Paseo Don Bosco,27,0,Centro,45500,0,0,2021/08/03 11:21,2022/12/19 12:03
401,532,14,Ley,2639,N/A,Circunvalación Vallarta,44680,20.68116504,-103.3840084,2021/08/04 12:07,2021/11/18 15:00
402,532,14,Ley,2639,N/A,Circunvalación Vallarta,44680,0,0,2021/08/04 12:14,2023/09/12 14:08
403,532,14,Av Americas ,250,0,Ladron de Guevara,44600,20.68136087,-103.3804373,2021/08/09 11:44,2021/10/15 17:52
404,532,14,Libertad,112,0,Centro,44100,0,0,2021/08/10 13:54,2023/09/09 15:53
405,532,14,Avenida Enrique Díaz de León,316,0,Villaseñor,44200,0,0,2021/08/12 12:56
406,533,14,Técnicos,4524,0,Jardines de Guadalupe ,45020,0,0,2021/08/13 16:20,2022/03/11 17:17
407,532,14,Dr. Roberto Michel,1900,0,Atlas 2a sección,44460,0,0,2021/08/15 00:04,2023/08/26 11:23
408,532,14,Dr. Roberto Michel,1900,0,Atlas 2a. Sección,44460,0,0,2021/08/15 08:36,2023/08/26 11:23
409,533,14,Juan Kepler,4052,0,La Calma,45070,0,0,2021/08/16 20:59
410,537,14,Avenida Carlos Llano Cifuentes.  ,No. 3000,0,Fraccionamiento El Río Country Club,45350,20.2983378,-102.0337274,2021/08/26 13:53,2021/11/30 12:17
411,584,14,ale,añe,8,ale,0,0,0,2021/08/26 18:11
412,537,14,Avenida Carlos Llano Cifuentes,No. 3000,0,Fraccionamiento El Río Country Club,45350,0,0,2021/08/27 18:28,2021/11/30 12:17
413,532,14,Av. De la Paz,2873,0,Arcos Sur,44130,20.67185469,-103.388296,2021/09/09 14:13,2023/01/20 11:13
414,533,14,Av. López Mateos Sur,4195,0,La Calma,45070,20.63581119,-103.4120773,2021/09/09 14:34,2023/08/12 14:57
415,532,14,Av. 16 de septiembre ,520,0,Centro,44100,0,0,2021/09/14 14:01,2023/03/31 13:09
416,532,14,Vidrio,1984,0,Americana,44100,20.66771908,-103.367888,2021/09/14 15:11
417,532,14,Av. de septiembre,520,0,Centro,44100,20.66771908,-103.367888,2021/09/14 16:09
418,532,14,AV. 16 DE SEPTIRMBRE,410,5A,COL. CENTRO,44100,20.67076984,-103.3474033,2021/09/15 12:06
419,532,14,SIN DATO,0,0,SIN DATO,0,0,0,2021/09/20 10:57,2022/12/13 07:33
420,532,14,Francisco I. Madero,483,0,Centro,44100,0,0,2021/09/22 11:19,2023/08/15 12:14
421,532,14,BISMARK,201,0,VALLARTA NORTE,44690,0,0,2021/09/22 11:24,2023/08/15 12:14
422,532,14,VIDRIO ,1984,0,AMERICANA,44160,20.66769218,-103.368054,2021/09/23 12:14,2021/10/12 10:25
423,532,14,Franz Schubert,D947,947,El canto del cisne,1828,20.69504372,-103.3861542,2021/09/29 00:56,2023/05/25 12:18
424,631,14,Jalisco,305,0,Centro Ciudad Guzman,49000,19.69093656,-103.4646647,2021/09/30 10:09,2022/03/22 13:04
425,544,14,RAMON CORONA ,692,0,SANTA ANITA,45645,0,0,2021/09/30 10:32,2021/09/30 10:57
426,532,14,Madero ,411-A,0,Centro,44100,0,0,2021/09/30 21:17,2023/05/31 09:56
427,532,14,Contreras Medellín,192,0,Centro,44100,20.73114269,-103.4070184,2021/10/02 21:38,2022/06/03 10:32
428,544,14,Ramon Corona,692,0,Santa anita,45645,20.86064826,-103.1928014,2021/10/04 11:01,2021/10/28 12:21
429,544,14,SIN DATO,0,0,SIN DATO,45645,0,0,2021/10/04 12:48,2021/10/28 12:21
430,532,14,SIN DATO,0,0,SIN DATO,0,0,0,2021/10/05 10:35,2023/05/25 12:18
431,532,14,San Uriel,690,6,Chapalita,76087,0,0,2021/10/05 12:55
432,532,14,San Uriel,690,6,Chapalita,45040,0,0,2021/10/05 13:07,2021/12/09 12:39
433,532,14,San Uriel,690,6,Chapalita,76087,0,0,2021/10/05 13:43
434,532,14,ANALCO,285,0,ANALCO,44450,20.66968927,-103.3401328,2021/10/05 14:12,2023/01/20 11:43
435,532,14,Avenida Federalismo Sur ,135,0,Centro,44100,20.67585261,-103.3533132,2021/10/05 16:19,2021/10/13 09:45
436,532,14,Francisco I. Madero,621,0,Centro,44100,20.67344876,-103.3539865,2021/10/05 16:22,2021/10/27 17:08
437,532,14,Calzada Las Palmas,89,0,La Aurora,44790,20.65837576,-103.3485201,2021/10/05 17:15
438,599,14,Francisco I. Madero,86,o,Centro,47750,20.54982475,-102.5068713,2021/10/05 19:01
439,631,14,Nicolás Bravo ,339,0,Centro,49000,0,0,2021/10/06 11:14
440,532,14,Morelos,1514,0,Americana,44160,0,0,2021/10/06 15:42
441,532,14,Morelos,1514,0,Americana,44160,0,0,2021/10/06 15:45
442,533,14,Av. Moctezuma ,3515,J5-11,CIUDAD DEL SOL,45135,20.65011071,-103.4047469,2021/10/07 08:43,2023/08/11 13:33
443,533,14,Av. Moctezuma ,3515,J5-11,CIUDAD DEL SOL,45135,20.6521047,-103.4041065,2021/10/07 08:45
444,532,14,Av. Enrique Díaz de León ,90(2),0,Centro,44100,20.67792342,-103.3592569,2021/10/07 12:11,2022/07/28 10:25
445,532,14,Av. Enrique Díaz de León,90(3),0,Centro,44100,20.67789906,-103.3592543,2021/10/07 12:17,2022/07/28 10:25
446,532,14,Av. España,1948,0,Moderna,44100,20.66456933,-103.3666034,2021/10/07 17:26,2021/10/09 12:51
447,532,14,Bernardo de Balbuena ,147,147,Ladrón de Guevara,44600,20.67856897,-103.3722982,2021/10/08 08:14,2021/10/13 12:19
448,532,14,Av. Americas,3,148,Americana,44600,20.67580352,-103.3739252,2021/10/08 09:26
449,532,14,Santa Mónica,755,0,Centro,44200,0,0,2021/10/08 11:41,2022/02/08 16:07
450,532,14,Buenos Aires ,2998,0,Providencia 4ta Sección,44639,0,0,2021/10/08 11:47,2023/07/31 15:57
451,532,14,San Uriel,690,6,Chapalita,45040,0,0,2021/10/08 14:+54,2021/12/09 12:39
452,543,14,Tonalá,344,0,Centro,45500,0,0,2021/10/08 16:46,2022/12/19 12:03
453,533,14,Av. Juan Gil Preciado ,2451,0,Jardines  de Nuevo Mexico,45138,0,0,2021/10/09 08:23,2021/10/15 12:54
454,532,14,San Uriel ,690,6,Chapalita,45040,20.66614594,-103.4003095,2021/10/09 09:50,2021/11/30 18:12
455,533,14,5 de mayo ,321,0,Centro,45100,20.75425963,-103.3081415,2021/10/09 12:12,2023/04/20 12:01
456,532,14,Bernardo de Balbuena ,147,0,Ladrón de Guevara,44600,20.67885703,-103.3728679,2021/10/09 13:05
457,533,14,AV. JUAN GIL PRECIADO,2451,0,JARDINES DE NUEVO MEXICO,45138,0,0,2021/10/11 10:57,2023/07/19 12:50
458,533,14,CTO. Parques del Centinela,659,0,Parques del Centinela ,45132,0,0,2021/10/11 11:46,2022/01/12 11:30
459,532,14,Buenos Aires ,2998,/,Providencia,44630,0,0,2021/10/11 12:32,2023/09/11 15:20
460,532,14,Avenida Prolongación Alcalde,número 1351,Edificio B,Miraflores,44280,0,0,2021/10/11 12:33,2022/01/12 11:30
461,533,14,Av. Tabachines ,2338,0,Tabachines,45188,20.7402065,-103.3715469,2021/10/11 12:35,2021/11/30 12:57
462,533,14,Av. López Mateos Sur ,4195,N/A,La Calma,45070,0,0,2021/10/11 15:51,2023/08/12 14:57
463,533,14,Alegría,1453,N/A,Villas Perisur,44230,0,0,2021/10/11 17:28,2022/06/03 10:32
464,532,14,Av. Lázaro Cardenas,2811,0,Jardines del Bosque,44520,20.66087757,-103.3873526,2021/10/12 09:08
