id,estado_id,nombre,created_at
515,13,Acatlán,2022-02-22 11:03:56
516,13,Omitlán de Juárez,2022-02-22 11:03:56
517,13,Epazoyucan,2022-02-22 11:03:56
518,13,Tulancingo de Bravo,2022-02-22 11:03:56
519,13,Acaxochitlán,2022-02-22 11:03:56
520,13,Cuautepec de Hinojosa,2022-02-22 11:03:56
521,13,Santiago Tulantepec de Lugo Guerrero,2022-02-22 11:03:56
522,13,Singuilucan,2022-02-22 11:03:56
523,13,Tizayuca,2022-02-22 11:03:56
524,13,Zempoala,2022-02-22 11:03:56
525,13,Tolcayuca,2022-02-22 11:03:56
526,13,Villa de Tezontepec,2022-02-22 11:03:56
527,13,Apan,2022-02-22 11:03:56
528,13,Tlanalapa,2022-02-22 11:03:56
529,13,Almoloya,2022-02-22 11:03:56
530,13,Emiliano Zapata,2022-02-22 11:03:56
531,13,Tepeapulco,2022-02-22 11:03:56
532,14,Guadalajara,2022-02-22 11:03:56
533,14,Zapopan,2022-02-22 11:03:56
534,14,San Cristóbal de la Barranca,2022-02-22 11:03:56
535,14,Ixtlahuacán del Río,2022-02-22 11:03:56
536,14,Tala,2022-02-22 11:03:56
537,14,El Arenal,2022-02-22 11:03:56
538,14,Amatitán,2022-02-22 11:03:56
539,14,Tonalá,2022-02-22 11:03:56
540,14,Zapotlanejo,2022-02-22 11:03:56
541,14,Acatic,2022-02-22 11:03:56
542,14,Cuquío,2022-02-22 11:03:56
543,14,San Pedro Tlaquepaque,2022-02-22 11:03:56
544,14,Tlajomulco de Zúñiga,2022-02-22 11:03:56
545,14,El Salto,2022-02-22 11:03:56
546,14,Acatlán de Juárez,2022-02-22 11:03:56
547,14,Villa Corona,2022-02-22 11:03:56
548,14,Zacoalco de Torres,2022-02-22 11:03:56
549,14,Atemajac de Brizuela,2022-02-22 11:03:56
550,14,Jocotepec,2022-02-22 11:03:56
551,14,Ixtlahuacán de los Membrillos,2022-02-22 11:03:56
552,14,Juanacatlán,2022-02-22 11:03:56
553,14,Chapala,2022-02-22 11:03:56
554,14,Poncitlán,2022-02-22 11:03:56
555,14,Zapotlán del Rey,2022-02-22 11:03:56
556,14,Huejuquilla el Alto,2022-02-22 11:03:56
