id,plantel_id,tipo_instalacion_id,nombre,ubicacion,capacidad,metros,recursos,created_at,updated_at,deleted_at
1442,102,1,No.9,Planta baja,25,37,butacas; pintarrón; cañón; mesa docente; silla,2020/06/11 13:47,2020/06/11 13:47,1900/01/01 00:00
1443,102,1,No.10,Planta baja,25,34,butacas; pintarrón; cañón; mesa docente; silla,2020/06/11 13:47,2020/06/11 13:47,1900/01/01 00:00
1444,34,1,No.1,3er piso,30,40,Butacas; pizarrón; cañón; mesa docente; silla,2020/06/11 16:43,2020/06/11 17:03,1900/01/01 00:00
1445,34,1,No.2,3er piso,30,39,Butacas; pizarrón; cañón; mesa docente; silla,2020/06/11 16:43,2020/06/11 17:03,1900/01/01 00:00
1446,34,1,No.3,3er piso,30,39,Butacas; pizarrón; cañón; mesa docente; silla,2020/06/11 16:43,2020/06/11 17:03,1900/01/01 00:00
1447,34,1,No.1,3er piso,30,40,Butacas; pintarrón; cañón; mesa docente; silla,2020/06/11 17:12,2020/06/11 17:19,1900/01/01 00:00
1448,34,1,No.2,3er piso,30,39,butacas; pintarrón; cañón; mesa docente; silla,2020/06/11 17:12,2020/06/11 17:19,1900/01/01 00:00
1449,34,1,No.3,3er piso,30,39,Butacas; cañón; pintarrón; mesa docente; silla,2020/06/11 17:12,2020/06/11 17:19,1900/01/01 00:00
1450,114,1,Aula 1,Edificio C; segundo piso,35,45,Butacas; escritorio y pizarrón,2020/06/15 19:55,2020/06/24 02:28,1900/01/01 00:00
1451,114,1,Aula 2,Edificio C; segundo piso,35,45,Butacas; escritorio y pizarrón,2020/06/15 19:55,2020/06/24 02:28,1900/01/01 00:00
1452,114,1,Aula 3,Edificio C; segundo piso,35,45,Butacas; escritorio y pizarrón,2020/06/15 19:55,2020/06/24 02:28,1900/01/01 00:00
1453,114,1,Aula 4,Edificio C; segundo piso,35,45,Butacas; escritorio y pizarrón,2020/06/15 19:55,2020/06/24 02:28,1900/01/01 00:00
1454,114,1,Aula 5,Edificio C; segundo piso,35,45,Butacas; escritorio y pizarrón,2020/06/15 19:55,2020/06/24 02:28,1900/01/01 00:00
1455,114,1,Aula 6,Edificio C; segundo piso,35,45,Butacas; escritorio y pizarrón,2020/06/15 19:55,2020/06/24 02:28,1900/01/01 00:00
1456,114,1,Aula 7,Edificio C; segundo piso,35,45,Butacas; escritorio y pizarrón,2020/06/15 19:55,2020/06/24 02:28,1900/01/01 00:00
1457,114,1,Aula 8,Edificio C; segundo piso,35,45,Butacas; escritorio y pizarrón,2020/06/15 19:55,2020/06/24 02:28,1900/01/01 00:00
1458,114,1,Aula 9,Edificio C; segundo piso,35,45,Butacas; escritorio y pizarrón,2020/06/15 19:55,2020/06/24 02:28,1900/01/01 00:00
1459,114,1,Aula 10,Edificio C; segundo piso,35,45,Butacas; escritorio y pizarrón,2020/06/15 19:55,2020/06/24 02:28,1900/01/01 00:00
1460,114,1,Aula 11,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/15 20:02,2020/06/24 02:28,1900/01/01 00:00
1461,114,1,Aula 12,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/15 20:02,2020/06/24 02:28,1900/01/01 00:00
1462,114,1,Aula 13,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/15 20:02,2020/06/24 02:28,1900/01/01 00:00
1463,114,1,Aula 14,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/15 20:02,2020/06/24 02:28,1900/01/01 00:00
1464,114,1,Aula 14,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/15 20:02,1900/01/01 00:00,1900/01/01 00:00
1465,114,1,Aula 15,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/15 20:02,2020/06/24 02:28,1900/01/01 00:00
1466,103,1,No.1,Planta baja,20,26,Butacas; pintarrón; cañón; mesa docente; silla,2020/06/16 13:40,2020/06/16 16:34,1900/01/01 00:00
1467,103,1,No.2,Planta baja,20,24,Butacas; pintarrón; cañón; mesa docente; silla,2020/06/16 13:40,2020/06/16 16:34,1900/01/01 00:00
1468,103,1,No.3,Planta baja,20,24,Butacas; pintarrón; cañón; mesa docente; silla,2020/06/16 13:40,2020/06/16 16:34,1900/01/01 00:00
1469,103,1,No.4,Planta baja,20,25,Butacas; pintarrón; cañón; mesa docente; silla,2020/06/16 13:40,2020/06/16 16:34,1900/01/01 00:00
1470,103,1,No.5,Planta baja,20,23,Butacas; pintarrón; cañón; mesa docente; silla,2020/06/16 13:40,2020/06/16 16:34,1900/01/01 00:00
1471,103,1,No.6,Planta baja,20,25,Butacas; pintarrón; cañón; mesa docente; silla,2020/06/16 13:40,2020/06/16 16:34,1900/01/01 00:00
1472,103,1,No.7,Planta baja,25,32,Butacas; pintarrón; cañón; mesa docente; silla,2020/06/16 13:40,2020/06/16 16:34,1900/01/01 00:00
1473,103,12,Oficina,Planta baja,10,27,Escritorios; computadoras; archivero; sillas,2020/06/16 13:40,2021/10/26 15:37,1900/01/01 00:00
1474,103,11,Sala maestros,Planta baja,10,20,Mesa; sillas; estantes,2020/06/16 13:40,2021/10/26 15:37,1900/01/01 00:00
1475,103,9,Biblioteca,Planta alta,15,27,Mesas; sillas; estantes; libros,2020/06/16 13:40,2021/10/26 15:37,1900/01/01 00:00
1476,103,4,Aula computo,Planta alta,25,50,Computadoras; monitores; mesas; sillas; pintarrón; cañón,2020/06/16 13:40,2021/10/26 15:37,1900/01/01 00:00
1477,103,6,Cocina 1,Planta baja,25,66,Mesas trabajo; bancos; horno; utensilios de cocina,2020/06/16 13:40,2021/10/26 15:37,1900/01/01 00:00
1478,103,6,Cocina 2,Planta baja,25,45,tMesas trabajo; bancos; horno; utensilios de cocina,2020/06/16 13:40,2021/10/26 15:37,1900/01/01 00:00
1479,103,6,Cocina 3,Planta baja,40,85,Mesas trabajo; bancos; horno; utensilios de cocina,2020/06/16 13:40,2021/10/26 15:37,1900/01/01 00:00
1480,103,1,No.1,Planta baja,20,26,Butacas; pintarrón; cañón; mesa docente; silla,2020/06/16 17:26,2020/06/16 17:28,1900/01/01 00:00
1481,103,1,No.2,Planta baja,20,24,Butacas; pintarrón; cañón; mesa docente; silla,2020/06/16 17:26,2020/06/16 17:28,1900/01/01 00:00
1482,103,1,No.3,Planta baja,20,24,Butacas; pintarrón; cañón; mesa docente; silla,2020/06/16 17:26,2020/06/16 17:28,1900/01/01 00:00
1483,103,1,No.4,Planta baja,20,25,Butacas; pintarrón; cañón; mesa docente; silla,2020/06/16 17:26,2020/06/16 17:28,1900/01/01 00:00
1484,103,1,No.5,Planta baja,20,23,Butacas; pintarrón; cañón; mesa docente; silla,2020/06/16 17:26,2020/06/16 17:28,1900/01/01 00:00
1485,103,1,No.6,Planta baja,20,25,Butacas; pintarrón; cañón; mesa docente; silla,2020/06/16 17:26,2020/06/16 17:28,1900/01/01 00:00
1486,103,1,No.7,Planta baja,25,32,Butacas; pintarrón; cañón; mesa docente; silla,2020/06/16 17:26,2020/06/16 17:28,1900/01/01 00:00
1487,111,1,AULA ,3er PISO,20,8,Butacas; sillas; escritorio; aire acondicionado; televisor; cables; lockers; cesto de basura,2020/06/22 11:01,1900/01/01 00:00,1900/01/01 00:00
1488,111,1,0,4to piso,20,8,butacas; sillas; pintarron; televisor; cables; cesto de basura; escritorio; lockers; aire acondicionado,2020/06/22 11:12,2020/06/25 11:31,1900/01/01 00:00
1489,111,4,0,3er piso,20,7,mesa; sillas; aparatos; horno; tarja; aire acondicionado; cesto de basura,2020/06/22 11:12,2020/06/22 11:14,2020/06/22 11:14
1490,114,1,Aula 16,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/23 14:23,2020/06/24 02:28,1900/01/01 00:00
1491,114,1,Aula 17,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/23 14:23,2020/06/24 02:28,1900/01/01 00:00
1492,114,1,Aula 18,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/23 14:23,2020/06/24 02:28,1900/01/01 00:00
1493,114,1,Aula 19,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/23 14:23,2020/06/24 02:28,1900/01/01 00:00
1494,114,1,Aula 20,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/23 14:23,2020/06/24 02:28,1900/01/01 00:00
1495,114,1,Aula 21,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/23 14:23,2020/06/24 02:28,1900/01/01 00:00
1496,114,1,Aula 22,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/23 14:23,2020/06/24 02:28,1900/01/01 00:00
1497,114,1,Aula 1,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarron,2020/06/29 03:52,2020/06/29 04:41,1900/01/01 00:00
1498,114,1,Aula 2,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarron,2020/06/29 03:52,2020/06/29 04:41,1900/01/01 00:00
1499,114,1,Aula 3,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/29 03:52,2020/06/29 04:41,1900/01/01 00:00
1500,114,1,Aula 4,Edificio C; tercer piso,35,43,Butacas; escritorio y pizarrón,2020/06/29 03:52,2020/06/29 04:41,1900/01/01 00:00
1501,114,1,Aula 5,Edificio C; tercer piso,35,45,Edificio C; tercer piso,2020/06/29 03:52,2020/06/29 04:41,1900/01/01 00:00
1502,114,1,Aula 6,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/29 03:52,2020/06/29 04:41,1900/01/01 00:00
1503,114,1,Aula 7,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/29 03:52,2020/06/29 04:41,1900/01/01 00:00
1504,114,1,Aula 8,Edificio C; tercer piso,35,45,Butacas; escritorio y pizarrón,2020/06/29 03:52,2020/06/29 04:41,1900/01/01 00:00
1505,8,1,Aula 54,DP1,30,36,Pintarrón,2020/06/29 15:00,2021/11/23 19:01,1900/01/01 00:00
1506,8,1,Aula 55,DP1,30,36,Pintarrón,2020/06/29 15:00,2021/11/23 19:01,1900/01/01 00:00
1507,8,1,Aula 56,DP1,30,36,Pintarrón,2020/06/29 15:00,2021/11/23 19:01,1900/01/01 00:00
1508,8,1,Aula 57,DP1,30,36,Pintarrón,2020/06/29 15:00,2021/11/23 19:01,1900/01/01 00:00
1509,120,1,Aula 1,0,1,1,Butacas,2020/07/01 15:56,2020/07/01 19:44,1900/01/01 00:00
1510,120,1,Aula 2,0,1,1,Butacas,2020/07/01 15:56,2020/07/01 19:44,1900/01/01 00:00
1511,120,1,Aula 3,0,1,1,Butacas,2020/07/01 15:56,2020/07/01 19:44,1900/01/01 00:00
1512,120,9,Biblioteca,0,70,252,Computadoras; acervo general; colección; consulta; tesis; videoteca; hemeroteca,2020/07/01 15:56,2023/05/24 11:40,1900/01/01 00:00
1513,124,3,Auditorio,Planta baja,15,25,Televisión; proyector; escritorio; pintarron,2020/07/17 03:00,2021/09/29 22:24,1900/01/01 00:00
1514,124,8,Centro de Cómputo,Planta baja,8,16,Computadoras; impresoras e internet,2020/07/17 03:00,2021/09/29 22:24,1900/01/01 00:00
1515,124,9,Biblioteca,Planta baja,20,30,Libros y vídeos,2020/07/17 03:00,2021/09/29 22:24,1900/01/01 00:00
1516,124,1,Aula 1,0,15,25,Televisión; proyector; escritorio; pintarron,2020/07/17 03:00,2021/09/29 13:01,1900/01/01 00:00
1517,124,1,Aula 2,0,15,16,Televisión; proyector; escritorio; pintarron,2020/07/17 03:00,2021/09/29 13:01,1900/01/01 00:00
1518,124,1,Aula 2,0,15,2,Televisión; proyector; escritorio; pintarron,2020/07/17 03:00,2021/09/29 13:01,1900/01/01 00:00
1519,124,1,Aula 4,0,15,12,Televisión; proyector; escritorio; pintarron,2020/07/17 03:00,2021/09/29 13:01,1900/01/01 00:00
1520,124,2,Cubículo,0,8,10,Sillones,2020/07/17 03:00,2021/09/29 22:24,1900/01/01 00:00
1521,124,1,Aula 1,0,15,25,Televisión; proyector; escritorio; pintarron.,2020/07/17 18:48,2020/07/17 18:54,1900/01/01 00:00
1522,124,1,Aula 2,0,15,16,Televisión; proyector; escritorio; pintarron.,2020/07/17 18:48,2020/07/17 18:54,1900/01/01 00:00
1523,124,1,Aula 3,0,15,18,Televisión; proyector; escritorio; pintarron.,2020/07/17 18:48,2020/07/17 18:54,1900/01/01 00:00
1524,124,1,Aula 4,0,15,12,Televisión; proyector; escritorio; pintarron.,2020/07/17 18:48,2020/07/17 18:54,1900/01/01 00:00
1525,27,1,Aula 1,Planta Alta,20,20,20 Butacas; 1 Pizarrón; 1 Mesa de Maestro; 1 Silla de Maestro,2020/08/06 11:19,1900/01/01 00:00,1900/01/01 00:00
1526,27,1,Aula 2,Planta Baja,15,20,15 Butacas; 1 Pizarrón; 1 Mesa de Maestro; 1 Silla de Maestro,2020/08/06 11:19,1900/01/01 00:00,1900/01/01 00:00
1527,27,1,Aula 3,Planta Baja,15,20,15 Butacas; 1 Pizarrón; 1 Mesa de Maestro; 1 Silla de Maestro,2020/08/06 11:19,1900/01/01 00:00,1900/01/01 00:00
1528,27,1,Aula 4,Planta Baja,15,20,15 Butacas; 1 Pizarrón; 1 Mesa de Maestro; 1 Silla de Maestro,2020/08/06 11:19,1900/01/01 00:00,1900/01/01 00:00
1529,27,1,Aula 5,Planta Baja,25,25,25 Butacas; 1 Pizarrón; 1 Mesa de Maestro; 1 Silla de Maestro,2020/08/06 11:19,1900/01/01 00:00,1900/01/01 00:00
1530,27,1,Aula 6,Planta Baja,25,25,25 Butacas; 1 Pizarrón; 1 Mesa de Maestro; 1 Silla de Maestro,2020/08/06 11:19,1900/01/01 00:00,1900/01/01 00:00
1531,27,1,Aula 7,Planta Baja,25,25,25 Butacas; 1 Pizarrón; 1 Mesa de Maestro; 1 Silla de Maestro,2020/08/06 11:19,1900/01/01 00:00,1900/01/01 00:00
1532,27,1,Aula 8,Planta Baja,25,25,25 Butacas; 1 Pizarrón; 1 Mesa de Maestro; 1 Silla de Maestro,2020/08/06 11:19,1900/01/01 00:00,1900/01/01 00:00
1533,27,1,Aula 9,Planta Baja,30,30,30 Butacas; 1 Pizarrón; 1 Mesa de Maestro; 1 Silla de Maestro,2020/08/06 11:19,1900/01/01 00:00,1900/01/01 00:00
1534,27,1,Aula 10,Planta Baja,30,30,30 Butacas; 1 Pizarrón; 1 Mesa de Maestro; 1 Silla de Maestro,2020/08/06 11:19,1900/01/01 00:00,1900/01/01 00:00
1535,27,1,Aula 11,Planta Baja,30,30,30 Butacas; 1 Pizarrón; 1 Mesa de Maestro; 1 Silla de Maestro,2020/08/06 11:19,1900/01/01 00:00,1900/01/01 00:00
1536,27,1,Aula 11,Planta Baja,30,30,30 Butacas; 1 Pizarrón; 1 Mesa de Maestro; 1 Silla de Maestrot,2020/08/06 11:19,1900/01/01 00:00,1900/01/01 00:00
1537,27,1,Aula 12,Planta Baja,30,30,30 Butacas; 1 Pizarrón; 1 Mesa de Maestro; 1 Silla de Maestro,2020/08/06 11:19,1900/01/01 00:00,1900/01/01 00:00
1538,27,1,Aula 13,Planta Baja,30,30,30 Butacas; 1 Pizarrón; 1 Mesa de Maestro; 1 Silla de Maestro,2020/08/06 11:19,1900/01/01 00:00,1900/01/01 00:00
1539,27,1,Aula 14,Planta Baja,30,30,30 Butacas; 1 Pizarrón; 1 Mesa de Maestro; 1 Silla de Maestro,2020/08/06 11:19,1900/01/01 00:00,1900/01/01 00:00
1540,127,1,Aula 1,Planta alta,25,35,Pizarrón; proyecto; butacas,2020/08/14 01:02,2020/08/14 12:52,1900/01/01 00:00
1541,127,1,Aula 2,Planta alta,25,35,Pizarrón; proyecto; butacas,2020/08/14 01:02,2020/08/14 12:52,1900/01/01 00:00
1542,127,1,Aula 3,Planta alta,25,35,Pizarrón; proyecto; butacas,2020/08/14 01:02,2020/08/14 12:52,1900/01/01 00:00
1543,127,1,Aula 4,Planta alta,25,35,Pizarrón; proyecto; butacas,2020/08/14 01:02,2020/08/14 12:52,1900/01/01 00:00
1544,127,1,Aula 5,Planta alta,25,35,Pizarrón; proyecto; butacas,2020/08/14 01:02,2020/08/14 12:52,1900/01/01 00:00
1545,127,1,Aula 5,Planta alta,25,35,Pizarrón; proyecto; butacas,2020/08/14 01:02,2020/08/14 12:52,1900/01/01 00:00
1546,127,1,Aula 6,Planta alta,25,35,Pizarrón; proyecto; butacas,2020/08/14 01:02,2020/08/14 12:52,1900/01/01 00:00
1547,127,1,Aula 7,Planta baja,25,35,Pizarrón; proyecto; butacas,2020/08/14 01:02,2020/08/14 12:52,1900/01/01 00:00
1548,127,1,Aula 8,Planta baja,25,35,Pizarrón; proyecto; butacas,2020/08/14 01:02,2020/08/14 12:52,1900/01/01 00:00
1549,127,1,Aula 9,Planta baja,25,35,Pizarrón; proyecto; butacas,2020/08/14 01:02,2020/08/14 12:52,1900/01/01 00:00
1550,127,1,Aula 10,Planta baja,25,35,Pizarrón; proyecto; butacas,2020/08/14 01:02,2020/08/14 12:52,1900/01/01 00:00
1551,127,1,Aula 11,Planta baja,25,35,Pizarrón; proyecto; butacas,2020/08/14 01:02,2020/08/14 12:52,1900/01/01 00:00
1552,127,1,Aula 12,Planta baja,25,35,Pizarrón; proyecto; butacas,2020/08/14 01:02,2020/08/14 12:52,1900/01/01 00:00
1553,127,2,Cubiculos,Planta alta,6,4,Butacas,2020/08/14 01:08,2020/09/25 12:11,1900/01/01 00:00
1554,127,3,Auditorio,Planta baja,100,65,Butacas,2020/08/14 01:08,2020/09/25 12:11,1900/01/01 00:00
1555,127,4,Laboratorio de redes,0,20,50,Equipo de computo,2020/08/14 01:08,2020/08/20 20:39,1900/01/01 00:00
1556,127,8,Laboratorio de cómputo,0,30,50,Pizarrón; proyecto; computadoras,2020/08/14 01:08,2020/08/20 20:39,1900/01/01 00:00
1557,127,9,Biblioteca,0,120,485,Pizarrón; proyecto; butacas,2020/08/14 01:08,2020/09/25 12:11,1900/01/01 00:00
1558,127,1,Aula 1,Planta alta,25,35,Butacas; pizarrón; proyector,2020/08/17 02:08,2020/08/17 11:30,1900/01/01 00:00
1559,127,1,Aula 2,Planta alta,25,35,Butacas; pizarrón; proyector,2020/08/17 02:08,2020/08/17 11:30,1900/01/01 00:00
1560,127,1,Aula 3,Planta alta,25,35,Butacas; pizarrón; proyector,2020/08/17 02:08,2020/08/17 11:30,1900/01/01 00:00
1561,127,1,Aula 4,Planta alta,25,35,Butacas; pizarrón; proyector,2020/08/17 02:08,2020/08/17 11:30,1900/01/01 00:00
1562,127,1,Aula 5,Planta alta,25,35,Butacas; pizarrón; proyector,2020/08/17 02:08,2020/08/17 11:30,1900/01/01 00:00
1563,127,1,Aula 6,Planta alta,25,35,Butacas; pizarrón; proyector,2020/08/17 02:08,2020/08/17 11:30,1900/01/01 00:00
1564,127,1,Aula 7,Planta baja,25,35,Butacas; pizarrón; proyector,2020/08/17 02:08,2020/08/17 11:30,1900/01/01 00:00
1565,127,1,Aula 8,Planta baja,25,35,Butacas; pizarrón; proyector,2020/08/17 02:08,2020/08/17 11:30,1900/01/01 00:00
1566,127,1,Aula 9,Planta baja,25,35,Butacas; pizarrón; proyector,2020/08/17 02:08,2020/08/17 11:30,1900/01/01 00:00
1567,127,1,Aula 10,Planta baja,25,25,Butacas; pizarrón; proyector,2020/08/17 02:08,2020/08/17 11:30,1900/01/01 00:00
1568,127,1,Aula 11,Planta baja,25,35,Butacas; pizarrón; proyector,2020/08/17 02:08,2020/08/17 11:30,1900/01/01 00:00
1569,127,1,Aula 12,Planta baja,25,35,Butacas; pizarrón; proyector,2020/08/17 02:08,2020/08/17 11:30,1900/01/01 00:00
1570,88,9,Hilda Marchiori ,Planta alta,20,50,Mesas; sillas; escritorio; pizarrón; corcho para avisos.,2020/08/17 15:01,2023/06/06 14:32,1900/01/01 00:00
1571,88,9,Hilda Marchiori ,Planta alta,20,50,Mesas; sillas; escritorio; pizarrón; corcho para avisos.,2020/08/20 12:15,2023/06/06 14:32,1900/01/01 00:00
1572,88,9,Hilda Marchiori ,Planta alta,20,50,Mesas; sillas; escritorio; pizarrón; corcho para avisos.,2020/08/20 12:15,2023/06/06 14:32,1900/01/01 00:00
1573,88,9,Hilda Marchiori ,Planta alta,20,50,Mesas; sillas; escritorio; pizarrón; corcho para avisos.,2020/08/20 12:40,2023/06/06 14:32,1900/01/01 00:00
1574,88,9,Hilda Marchiori ,Planta alta,20,50,Mesas; sillas; escritorio; pizarrón; corcho para avisos.,2020/08/20 12:40,2023/06/06 14:32,1900/01/01 00:00
1575,88,9,Hilda Marchiori ,Planta alta,20,50,Mesas; sillas; escritorio; pizarrón; corcho para avisos.,2020/08/20 12:40,2023/06/06 14:32,1900/01/01 00:00
1576,88,9,Hilda Marchiori ,Planta alta,20,50,Mesas; sillas; escritorio; pizarrón; corcho para avisos.,2020/08/20 12:40,2023/06/06 14:32,1900/01/01 00:00
1577,127,1,Aula 1,Planta alta,25,25,Butacas; pizarron; proyector; escritorio,2020/08/20 20:33,2020/08/20 20:39,1900/01/01 00:00
1578,127,1,Aula 2,Planta alta,25,35,Butacas; pizarron; proyector; escritorio,2020/08/20 20:33,2020/08/20 20:39,1900/01/01 00:00
1579,127,1,Aula 3,Planta alta,25,35,Butacas; pizarron; proyector; escritorio,2020/08/20 20:33,2020/08/20 20:39,1900/01/01 00:00
1580,127,1,Aula 4,Planta alta,25,35,Butacas; pizarron; proyector; escritorio,2020/08/20 20:33,2020/08/20 20:39,1900/01/01 00:00
1581,127,1,Aula 5,Planta alta,25,35,Butacas; pizarron; proyector; escritorio,2020/08/20 20:33,2020/08/20 20:39,1900/01/01 00:00
1582,127,1,Aula 6,Planta alta,25,35,Butacas; pizarron; proyector; escritorio,2020/08/20 20:33,2020/08/20 20:39,1900/01/01 00:00
1583,127,1,Aula 6,Planta alta,25,35,Butacas; pizarron; proyector; escritorio,2020/08/20 20:33,1900/01/01 00:00,1900/01/01 00:00
1584,127,1,Aula 7,Planta baja,25,35,Butacas; pizarron; proyector; escritorio,2020/08/20 20:33,1900/01/01 00:00,2020/08/20 20:37
1585,127,1,Aula 8,Planta baja,25,35,Butacas; pizarron; proyector; escritorio,2020/08/20 20:33,1900/01/01 00:00,2020/08/20 20:37
1586,127,1,Aula 9,Planta baja,25,35,Butacas; pizarron; proyector; escritorio,2020/08/20 20:33,1900/01/01 00:00,2020/08/20 20:37
1587,127,1,Aula 7,Planta baja,25,35,Butacas; pizarron; proyector; escritorio,2020/08/20 20:33,2020/08/20 20:39,1900/01/01 00:00
1588,127,1,Aula 8,Planta baja,25,35,Butacas; pizarron; proyector; escritorio,2020/08/20 20:37,2020/08/20 20:39,1900/01/01 00:00
1589,127,1,Aula 9,Planta baja,25,35,Butacas; pizarron; proyector; escritorio,2020/08/20 20:37,2020/08/20 20:39,1900/01/01 00:00
1590,127,1,Aula 10,Planta baja,25,25,Butacas; pizarron; proyector; escritorio,2020/08/20 20:37,2020/08/20 20:39,1900/01/01 00:00
1591,127,1,Aula 11,Planta baja,25,35,Butacas; pizarron; proyector; escritorio,2020/08/20 20:37,2020/08/20 20:39,1900/01/01 00:00
1592,127,1,Aula 12,Planta baja,25,35,Butacas; pizarron; proyector; escritorio,2020/08/20 20:37,2020/08/20 20:39,1900/01/01 00:00
1593,91,1,1,Planta Baja,18,24,Proyector;nsonido;nmesas;nsillas ynpantallanproyección,2020/09/01 12:58,1900/01/01 00:00,1900/01/01 00:00
1594,91,1,2,Planta Baja,31,41,Proyector;nsonido;nmesas;nsillas ynpantallanproyección,2020/09/01 12:58,1900/01/01 00:00,2020/09/01 13:45
1595,91,1,3,Planta Baja,21,28,Proyector;nsonido;nmesas;nsillas ynpantallanproyección,2020/09/01 12:58,1900/01/01 00:00,2020/09/01 13:45
1596,91,1,Aula 1,Planta baja,18,24,Proyector; sonido; mesas; sillas y pantalla proyección,2020/09/01 13:45,1900/01/01 00:00,2020/09/01 14:11
1597,91,1,1,Planta baja,18,24,Proyector; sonido; mesas; sillas y pantalla proyección,2020/09/01 14:11,2022/06/15 15:00,1900/01/01 00:00
1598,91,1,2,Planta baja,31,41,Proyector; sonido; mesas; sillas y pantalla proyección,2020/09/01 14:11,2022/06/15 15:00,1900/01/01 00:00
1599,91,1,4,Planta baja,21,28,Proyector; sonido; mesas; sillas y pantallanproyecciónn,2020/09/01 14:11,1900/01/01 00:00,2020/09/01 14:36
1600,91,1,3,Planta Baja,21,28,Proyector; sonido; mesas; sillas y pantallanproyección.,2020/09/01 14:36,2022/06/15 15:00,1900/01/01 00:00
1601,91,1,4,Piso 1,16,22,Proyector; sonido; mesas; sillas y pantalla proyección.,2020/09/01 14:36,2022/06/15 15:00,1900/01/01 00:00
1602,91,1,5,Piso 2,25,52,Proyector; sonido; mesas; sillas y pantalla proyección; Computadoras.n,2020/09/01 14:36,2022/06/15 15:00,1900/01/01 00:00
1603,91,1,6,Piso 2,25,39,Proyector; sonido; mesas; sillas y pantalla proyección.n,2020/09/01 14:36,2022/06/15 15:00,1900/01/01 00:00
1604,91,1,7,Piso 2,15,32,Proyector; sonido; mesas; sillas y pantalla proyecciónn,2020/09/01 14:36,2023/04/12 14:20,1900/01/01 00:00
1605,91,12,CUBÍCULOS,2 en planta baja; 16 en piso 1; y 6 en piso 2.,26,130,Computadora; escritorio; archivero; silla; impresora; teléfono; sala de grabación; SITE.,2020/09/01 14:36,2023/09/11 11:25,1900/01/01 00:00
1606,91,9,Biblioteca física,Piso 2,6,8,Mesas y sillas,2020/09/01 14:36,2023/09/11 11:25,1900/01/01 00:00
1607,91,10,Biblioteca virtual,Plataforma educativa.,669,0,Plataforma educativa con el acervo bibliográfico. ,2020/09/01 14:46,2023/09/11 11:25,1900/01/01 00:00
1608,108,1,AULA 1,Planta ,12,21,Butacas; pintarron; tv; proyector,2020/09/17 14:33,1900/01/01 00:00,1900/01/01 00:00
1609,108,1,2,planta baja,12,12,Butacas; pintarron; Pantalla; proyector,2020/09/17 14:33,1900/01/01 00:00,1900/01/01 00:00
1610,108,3,0,planta baja,50,44,Sillas; Proyector.,2020/09/17 14:33,1900/01/01 00:00,1900/01/01 00:00
1611,108,4,1,Planta baja,12,21,Bancos para laboratorio; Equipo de trabajo (motores; recordadora; pulidora; mufla); Lavabo.,2020/09/17 14:33,1900/01/01 00:00,1900/01/01 00:00
1612,108,9,0,Planta baja,12,21,Computadoras; sillas; escritorio; libros; mesas.,2020/09/17 14:33,1900/01/01 00:00,1900/01/01 00:00
1613,108,12,0,planta baja,2,10,computadora; escritorio; sillas; archivero,2020/09/17 14:33,1900/01/01 00:00,1900/01/01 00:00
1614,108,11,clinica 1,planta baja,10,50,Unidades dentales; sillas; mesa; area de lavado; computadoras; rayos x,2020/09/17 14:33,1900/01/01 00:00,1900/01/01 00:00
1615,108,11,clinica 2,planta baja,12,44,Unidades dentales; sillas; mesa; area de lavado; computadoras; rayos x,2020/09/17 14:33,1900/01/01 00:00,1900/01/01 00:00
1616,91,9,Biblioteca física,Piso 2,6,8,Mesas y sillas,2020/09/30 10:40,2022/05/24 11:19,2022/05/24 11:29
1617,91,10,Biblioteca virtual,Plataforma educativa.,669,0,Plataforma educativa con el acervo bibliográfico. ,2020/09/30 10:40,2022/05/24 11:19,2022/05/24 11:29
1618,91,9,Biblioteca física,Piso 2,6,8,Mesas y sillas,2020/09/30 11:49,2022/05/24 11:19,2022/05/24 11:29
1619,91,10,Biblioteca virtual,Plataforma educativa.,669,0,Plataforma educativa con el acervo bibliográfico. ,2020/09/30 11:49,2022/05/24 11:19,2022/05/24 11:29
