id,ciclo_escolar_id,turno_id,grado_id,descripcion,grupo,generacion,generacion_fecha_inicio,generacion_fecha_fin,created_at,updated_at,deleted_at
9500,1707,4,6,Sexto cuatrimestre,A,2021-2023,2021/05/10,2023/04/28,2023/02/04 12:40,1900/01/01 00:00,1900/01/01 00:00
9501,1707,4,5,Quinto cuatrimestre,A,2021-2023,2021/08/30,2023/08/18,2023/02/04 23:18,1900/01/01 00:00,1900/01/01 00:00
9502,1468,4,23,Flexible Cuatrimestral,A,2021B - 2022C,2021/04/05,NULL,2023/02/06 14:00,1900/01/01 00:00,1900/01/01 00:00
9503,1707,4,3,Tercero cuatrimestre,A,2022-2024,2022/05/09,2024/04/26,2023/02/06 20:15,1900/01/01 00:00,1900/01/01 00:00
9504,1298,4,1,Primer cuatrimestre,A,2022-2024,2022/08/31,2024/08/16,2023/02/07 00:45,1900/01/01 00:00,1900/01/01 00:00
9505,1707,4,2,Segundo cuatrimestre,A,2022-2024,2022/08/31,2024/08/16,2023/02/07 01:01,1900/01/01 00:00,1900/01/01 00:00
9506,1705,4,2,Segundo cuatrimestre,A,2022-2024,2022/08/31,2024/08/16,2023/02/07 07:50,1900/01/01 00:00,1900/01/01 00:00
9507,1657,4,18,Sexto semestre,02:00 a. m.,2019B - 2023A,2019/09/02,2023/08/04,2023/02/07 10:28,1900/01/01 00:00,1900/01/01 00:00
9508,1705,4,4,Cuarto cuatrimestre,A,2022-2023,2022/01/05,2023/12/08,2023/02/07 10:37,1900/01/01 00:00,1900/01/01 00:00
9509,1312,1,14,Segundo semestre,CM,2018B-2022A,2018/09/03,2022/08/05,2023/02/07 11:10,2023/02/22 13:13,1900/01/01 00:00
9510,1312,2,14,Segundo semestre,AV,2018B-2022A,2018/03/05,2022/08/05,2023/02/07 12:02,1900/01/01 00:00,1900/01/01 00:00
9511,1669,4,19,Septimo semestre,02:00 a. m.,2019B - 2023A,2019/09/02,2023/08/04,2023/02/07 12:14,1900/01/01 00:00,1900/01/01 00:00
9512,1715,1,13,Primer semestre,AM,2018A-2021B,2018/03/05,2022/02/11,2023/02/07 13:01,1900/01/01 00:00,1900/01/01 00:00
9513,1715,1,14,Segundo semestre,CM,2018A-2021B,2018/03/05,2022/02/11,2023/02/07 13:27,2023/02/20 15:57,1900/01/01 00:00
9514,1312,1,15,Tercero semestre,AM,2018A-2021B,2018/03/05,2022/02/11,2023/02/07 13:38,1900/01/01 00:00,1900/01/01 00:00
9515,1313,1,16,Cuarto semestre,AM,2018A-2021B,2018/03/05,2022/02/11,2023/02/07 13:45,1900/01/01 00:00,1900/01/01 00:00
9516,1314,1,17,Quinto semestre,AM,2018A-2021B,2018/03/05,2022/02/11,2023/02/07 13:54,1900/01/01 00:00,1900/01/01 00:00
9517,1315,1,18,Sexto semestre,AM,2018A-2021B,2018/03/05,2022/02/11,2023/02/07 13:57,1900/01/01 00:00,1900/01/01 00:00
9518,1716,1,4,Cuarto cuatrimestre,A,2021-2023,2021/08/30,2023/08/25,2023/02/07 14:04,1900/01/01 00:00,1900/01/01 00:00
9519,1314,2,16,Cuarto semestre,AV,2018B-2022A,2018/09/03,2022/08/05,2023/02/07 14:08,1900/01/01 00:00,1900/01/01 00:00
9520,1315,2,17,Quinto semestre,AV,2018B-2022A,2018/09/03,2022/08/05,2023/02/07 14:10,1900/01/01 00:00,1900/01/01 00:00
9521,1316,1,18,Sexto semestre,AM,2018B-2022A,2018/09/03,2022/08/05,2023/02/07 14:12,1900/01/01 00:00,1900/01/01 00:00
9522,1317,1,19,Septimo semestre,AM,2018B-2022A,2018/09/03,2022/08/05,2023/02/07 14:15,1900/01/01 00:00,1900/01/01 00:00
9523,1468,4,23,Flexible Cuatrimestral,B,2021C - 2023A,2021/08/28,NULL,2023/02/07 14:20,1900/01/01 00:00,1900/01/01 00:00
9524,1713,1,14,Segundo semestre,AM,2018A-2021B,2018/03/05,2022/02/11,2023/02/07 15:58,1900/01/01 00:00,1900/01/01 00:00
9525,1713,1,13,Primer semestre,BM,2018B-2022A,2018/09/03,2022/08/05,2023/02/07 16:18,1900/01/01 00:00,1900/01/01 00:00
9526,1312,1,14,Segundo semestre,BM,2018B-2022A,2018/09/03,2022/08/05,2023/02/07 16:23,1900/01/01 00:00,1900/01/01 00:00
9527,1312,1,15,Tercero semestre,BM,2018A-2021B,2018/03/05,2022/02/11,2023/02/07 16:30,2023/02/21 09:48,1900/01/01 00:00
9528,1313,1,15,Tercero semestre,BM,2018B-2022A,2018/09/03,2022/08/05,2023/02/07 16:38,1900/01/01 00:00,1900/01/01 00:00
9529,1314,1,16,Cuarto semestre,BM,2018B-2022A,2018/09/03,2022/08/05,2023/02/07 16:44,1900/01/01 00:00,1900/01/01 00:00
9530,1705,4,5,Quinto cuatrimestre,A,2021 - 2023,2021/08/30,2023/08/18,2023/02/08 11:56,2023/06/06 15:54,1900/01/01 00:00
9531,1705,4,6,Sexto cuatrimestre,B,2021 - 2023,2021/05/10,2023/04/28,2023/02/08 14:09,1900/01/01 00:00,1900/01/01 00:00
9532,1705,4,6,Sexto cuatrimestre,C,2021 - 2023,2021/05/10,2023/04/28,2023/02/08 14:17,1900/01/01 00:00,1900/01/01 00:00
9533,1719,4,5,Quinto cuatrimestre,A,2021B - 2022C,2021/05/03,NULL,2023/02/10 12:42,1900/01/01 00:00,1900/01/01 00:00
9534,1720,1,10,Decimo cuatrimestre,A,2020A-2023A,2020/01/02,NULL,2023/02/10 15:12,1900/01/01 00:00,1900/01/01 00:00
9535,1720,2,10,Decimo cuatrimestre,A,2020A-2023A,2020/01/02,NULL,2023/02/10 15:12,1900/01/01 00:00,1900/01/01 00:00
9536,1720,1,9,Noveno cuatrimestre,A,2020B-2023B,2020/05/04,NULL,2023/02/10 15:13,1900/01/01 00:00,1900/01/01 00:00
9537,1720,1,8,Octavo cuatrimestre,A,2020C-2023C,2020/08/31,NULL,2023/02/10 15:16,1900/01/01 00:00,1900/01/01 00:00
9538,1720,1,8,Octavo cuatrimestre,B,2020C-2023C,2020/08/31,NULL,2023/02/10 15:17,1900/01/01 00:00,1900/01/01 00:00
9539,1720,1,7,Septimo cuatrimestre,A,2021A-2024A,2021/01/06,NULL,2023/02/10 15:21,1900/01/01 00:00,1900/01/01 00:00
9540,1720,1,6,Sexto cuatrimestre,A,2021B-2024B,2021/05/10,NULL,2023/02/10 15:22,1900/01/01 00:00,1900/01/01 00:00
9541,1720,1,5,Quinto cuatrimestre,A,2021C-2024C,2021/08/30,NULL,2023/02/10 15:24,1900/01/01 00:00,1900/01/01 00:00
9542,1720,1,5,Quinto cuatrimestre,B,2021C-2024C,2021/08/30,NULL,2023/02/10 15:24,1900/01/01 00:00,1900/01/01 00:00
9543,1720,1,4,Cuarto cuatrimestre,A,2022A-2025A,2022/01/05,NULL,2023/02/10 15:27,1900/01/01 00:00,1900/01/01 00:00
9544,1720,1,4,Cuarto cuatrimestre,B,2022A-2025A,2022/01/05,NULL,2023/02/10 15:28,1900/01/01 00:00,1900/01/01 00:00
9545,1720,1,3,Tercero cuatrimestre,A,2022B-2025B,2022/05/09,NULL,2023/02/10 15:29,1900/01/01 00:00,1900/01/01 00:00
9546,1720,4,8,Octavo cuatrimestre,C,2020C-2023C,2020/08/31,NULL,2023/02/10 15:32,1900/01/01 00:00,1900/01/01 00:00
9547,1720,4,7,Septimo cuatrimestre,C,2021A-2024A,2021/01/06,NULL,2023/02/10 15:36,1900/01/01 00:00,1900/01/01 00:00
9548,1720,4,6,Sexto cuatrimestre,C,2021B-2024B,2021/05/10,NULL,2023/02/10 15:42,1900/01/01 00:00,1900/01/01 00:00
9549,1720,4,5,Quinto cuatrimestre,C,2021C-2024C,2021/08/30,NULL,2023/02/10 15:46,1900/01/01 00:00,1900/01/01 00:00
9550,1720,4,3,Tercero cuatrimestre,C,2022B-2025B,2022/05/09,NULL,2023/02/10 15:50,1900/01/01 00:00,1900/01/01 00:00
9551,1721,1,10,Decimo cuatrimestre,A,2020A-2023A,2020/01/02,2023/04/28,2023/02/10 16:22,1900/01/01 00:00,1900/01/01 00:00
9552,1721,2,10,Decimo cuatrimestre,A,2020A-2023A,2020/01/02,2023/04/28,2023/02/10 16:23,1900/01/01 00:00,1900/01/01 00:00
9553,1721,1,9,Noveno cuatrimestre,A,2020B-2023B,2020/05/04,2023/08/18,2023/02/10 16:26,1900/01/01 00:00,1900/01/01 00:00
9554,1721,1,8,Octavo cuatrimestre,A,2020C-2023C,2020/08/31,2023/12/08,2023/02/10 16:28,1900/01/01 00:00,1900/01/01 00:00
9555,1721,4,8,Octavo cuatrimestre,C,2020C-2023C,2020/08/31,2023/12/08,2023/02/10 16:29,1900/01/01 00:00,1900/01/01 00:00
9556,1395,1,3,Tercero cuatrimestre,A,2022C-2025C,2022/08/31,NULL,2023/02/10 19:24,1900/01/01 00:00,1900/01/01 00:00
9557,1722,4,4,Cuarto cuatrimestre,A,2023A-2024C,2023/01/02,NULL,2023/02/11 10:05,1900/01/01 00:00,1900/01/01 00:00
9558,1723,1,10,Decimo cuatrimestre,A,2020A - 2023A,2020/01/02,NULL,2023/02/13 08:35,1900/01/01 00:00,1900/01/01 00:00
9559,1723,1,8,Octavo cuatrimestre,A,2020C - 2023C,2020/08/31,NULL,2023/02/13 08:38,1900/01/01 00:00,1900/01/01 00:00
9560,1723,1,6,Sexto cuatrimestre,A,2021B-2024B,2021/05/10,NULL,2023/02/13 08:38,1900/01/01 00:00,1900/01/01 00:00
9561,1723,1,5,Quinto cuatrimestre,A,2021C-2024C,2021/08/30,NULL,2023/02/13 08:39,1900/01/01 00:00,1900/01/01 00:00
9562,1723,1,4,Cuarto cuatrimestre,A,2022A-2025A,2022/01/05,NULL,2023/02/13 08:40,1900/01/01 00:00,1900/01/01 00:00
9563,1723,1,3,Tercero cuatrimestre,A,2022C-2025C,2022/08/31,NULL,2023/02/13 08:41,1900/01/01 00:00,1900/01/01 00:00
9564,1724,1,10,Decimo cuatrimestre,A,2020A - 2023A,2020/01/02,NULL,2023/02/13 08:44,1900/01/01 00:00,1900/01/01 00:00
9565,1724,1,9,Noveno cuatrimestre,A,2020B-2023B,2020/05/04,NULL,2023/02/13 08:45,1900/01/01 00:00,1900/01/01 00:00
9566,1724,1,8,Octavo cuatrimestre,A,2020C - 2023C,2020/08/31,NULL,2023/02/13 08:45,1900/01/01 00:00,1900/01/01 00:00
9567,1724,1,7,Septimo cuatrimestre,A,2021A-2024A,2021/01/06,NULL,2023/02/13 08:46,1900/01/01 00:00,1900/01/01 00:00
9568,1724,1,6,Sexto cuatrimestre,A,2021B-2024B,2021/05/10,NULL,2023/02/13 08:46,1900/01/01 00:00,1900/01/01 00:00
9569,1724,1,5,Quinto cuatrimestre,A,2021C-2024C,2021/08/30,NULL,2023/02/13 08:47,1900/01/01 00:00,1900/01/01 00:00
9570,1724,2,5,Quinto cuatrimestre,A,2021C-2024C,2021/08/30,NULL,2023/02/13 08:48,1900/01/01 00:00,1900/01/01 00:00
9571,1724,1,4,Cuarto cuatrimestre,A,2022A-2025A,2022/01/05,NULL,2023/02/13 08:51,1900/01/01 00:00,1900/01/01 00:00
9572,1724,1,3,Tercero cuatrimestre,A,2022B-2025B,2022/05/09,NULL,2023/02/13 08:52,1900/01/01 00:00,1900/01/01 00:00
9573,1721,1,7,Septimo cuatrimestre,A,2021A-2024A,2021/01/06,NULL,2023/02/13 10:31,1900/01/01 00:00,1900/01/01 00:00
9574,1721,4,7,Septimo cuatrimestre,C,2021A-2024A,2021/01/06,NULL,2023/02/13 10:31,1900/01/01 00:00,1900/01/01 00:00
9575,1721,1,6,Sexto cuatrimestre,A,2021B-2024B,2021/05/10,NULL,2023/02/13 10:32,1900/01/01 00:00,1900/01/01 00:00
9576,1721,4,6,Sexto cuatrimestre,C,2021B-2024B,2021/05/10,NULL,2023/02/13 10:32,1900/01/01 00:00,1900/01/01 00:00
9577,1721,1,5,Quinto cuatrimestre,A,2021C-2024C,2021/08/31,NULL,2023/02/13 10:33,1900/01/01 00:00,1900/01/01 00:00
9578,1721,1,5,Quinto cuatrimestre,B,2021C-2024C,2021/08/30,NULL,2023/02/13 10:33,1900/01/01 00:00,1900/01/01 00:00
9579,1721,2,5,Quinto cuatrimestre,A,2021C-2024C,2021/08/30,NULL,2023/02/13 10:34,1900/01/01 00:00,1900/01/01 00:00
9580,1721,1,4,Cuarto cuatrimestre,A,2022A-2025A,2022/01/05,NULL,2023/02/13 10:34,1900/01/01 00:00,1900/01/01 00:00
9581,1721,2,4,Cuarto cuatrimestre,A,2022A-2025A,2022/01/05,NULL,2023/02/13 10:35,1900/01/01 00:00,1900/01/01 00:00
9582,1721,1,3,Tercero cuatrimestre,A,2022B-2025B,2022/05/09,NULL,2023/02/13 10:35,1900/01/01 00:00,1900/01/01 00:00
9583,1721,4,3,Tercero cuatrimestre,C,2022B-2025B,2022/05/09,NULL,2023/02/13 10:58,1900/01/01 00:00,1900/01/01 00:00
9584,1251,1,4,Cuarto cuatrimestre,NO APLICA,NO APLICA,2021/08/30,2024/08/01,2023/02/13 12:28,2023/02/13 12:55,1900/01/01 00:00
9585,1725,1,10,Decimo cuatrimestre,A,2020A-2023A,2020/01/02,NULL,2023/02/13 12:37,1900/01/01 00:00,1900/01/01 00:00
9586,1725,2,10,Decimo cuatrimestre,A,2020A - 2023A,2020/01/02,NULL,2023/02/13 12:37,1900/01/01 00:00,1900/01/01 00:00
9587,1727,1,10,Decimo cuatrimestre,A,2020A-2023A,2020/01/02,2023/04/28,2023/02/13 12:39,1900/01/01 00:00,1900/01/01 00:00
9588,1272,1,4,Cuarto cuatrimestre,C,2021-2024,2021/08/30,2024/08/01,2023/02/13 12:59,1900/01/01 00:00,1900/01/01 00:00
9589,1686,1,5,Quinto cuatrimestre,C,2021-2024,2021/08/30,2024/08/01,2023/02/13 13:04,1900/01/01 00:00,1900/01/01 00:00
9590,1727,4,9,Noveno cuatrimestre,C,2020B-2023B,2020/05/04,NULL,2023/02/13 13:17,1900/01/01 00:00,1900/01/01 00:00
9591,1725,1,8,Octavo cuatrimestre,A,2020C-2023C,2020/08/31,NULL,2023/02/13 13:32,1900/01/01 00:00,1900/01/01 00:00
9592,1727,2,8,Octavo cuatrimestre,A,2020C-2023C,2020/08/31,NULL,2023/02/13 13:44,1900/01/01 00:00,1900/01/01 00:00
9593,1686,2,5,Quinto cuatrimestre,A,2021-2024,2021/08/30,2024/08/01,2023/02/13 13:57,1900/01/01 00:00,1900/01/01 00:00
9594,1725,1,6,Sexto cuatrimestre,A,2021B - 2024B,2021/05/10,NULL,2023/02/13 14:40,2023/02/17 12:28,1900/01/01 00:00
9595,1727,2,7,Septimo cuatrimestre,A,2021A-2024A,2021/01/06,NULL,2023/02/13 15:38,1900/01/01 00:00,1900/01/01 00:00
9596,1727,1,5,Quinto cuatrimestre,A,2021C-2024C,2021/08/30,NULL,2023/02/13 16:12,2023/02/13 16:13,1900/01/01 00:00
9597,1727,2,5,Quinto cuatrimestre,A,2021C-2024C,2021/08/30,NULL,2023/02/13 16:14,1900/01/01 00:00,1900/01/01 00:00
9598,405,1,1,Primer cuatrimestre,LM052020,2020B - 2023A,2020/05/04,2023/04/28,2023/02/14 08:53,1900/01/01 00:00,1900/01/01 00:00
9599,1728,1,18,Sexto semestre,A,2020A - 2022B,2020/03/02,2023/02/03,2023/02/14 10:18,1900/01/01 00:00,1900/01/01 00:00
9600,1727,4,4,Cuarto cuatrimestre,C,2021C-2024C,2021/08/30,NULL,2023/02/14 10:56,1900/01/01 00:00,1900/01/01 00:00
9601,1727,1,4,Cuarto cuatrimestre,A,2022A-2025A,2022/01/05,NULL,2023/02/14 10:57,1900/01/01 00:00,1900/01/01 00:00
9602,1727,4,3,Tercero cuatrimestre,C,2022A-2025A,2022/01/05,NULL,2023/02/14 11:17,1900/01/01 00:00,1900/01/01 00:00
9603,1726,2,10,Decimo cuatrimestre,A,2020A-2023A,2020/01/02,2023/04/28,2023/02/14 11:30,1900/01/01 00:00,1900/01/01 00:00
9604,1726,3,7,Septimo cuatrimestre,A,2021A-2024A,2021/01/06,NULL,2023/02/14 11:45,1900/01/01 00:00,1900/01/01 00:00
9605,1383,4,13,Primer semestre,A,2018 B 2022 A,2018/09/03,NULL,2023/02/14 13:38,1900/01/01 00:00,1900/01/01 00:00
9606,798,1,2,Segundo cuatrimestre,LMO052018,2018B - 2021A,2018/05/07,2021/04/30,2023/02/14 14:24,1900/01/01 00:00,1900/01/01 00:00
9607,399,1,3,Tercero cuatrimestre,LMO052018,2018B - 2021A,2018/05/07,2021/04/30,2023/02/14 14:32,1900/01/01 00:00,1900/01/01 00:00
9608,400,1,4,Cuarto cuatrimestre,LMO052018,2018B - 2021A,2018/05/07,2021/04/30,2023/02/14 14:38,1900/01/01 00:00,1900/01/01 00:00
9609,403,1,4,Cuarto cuatrimestre,LMO052018,2018B - 2021A,2018/05/07,2021/04/30,2023/02/14 14:48,1900/01/01 00:00,1900/01/01 00:00
9610,1729,4,1,Primer cuatrimestre,A,2019C - 2023A,2019/08/26,2023/04/28,2023/02/14 16:26,2023/02/15 11:10,1900/01/01 00:00
9611,1725,1,5,Quinto cuatrimestre,A,2021C - 2024C,2021/08/30,NULL,2023/02/14 16:43,2023/02/17 12:31,1900/01/01 00:00
9612,1725,2,5,Quinto cuatrimestre,A,2021C - 2024C,2021/08/30,NULL,2023/02/14 16:45,2023/02/17 12:32,1900/01/01 00:00
9613,575,4,23,Flexible Cuatrimestral,A,2021C - 2023A,2021/09/04,NULL,2023/02/15 10:39,2023/02/25 10:56,1900/01/01 00:00
9614,1730,4,23,Flexible Cuatrimestral,C,2021C - 2023A,2021/09/04,NULL,2023/02/15 11:01,1900/01/01 00:00,1900/01/01 00:00
9615,1731,4,2,Segundo cuatrimestre,A,2019C-2023A,2019/08/26,2023/04/28,2023/02/15 11:09,1900/01/01 00:00,1900/01/01 00:00
9616,1731,4,1,Primer cuatrimestre,A,2020A-2023B,2020/01/02,2024/08/25,2023/02/15 12:04,1900/01/01 00:00,1900/01/01 00:00
9617,1162,4,1,Primer cuatrimestre,B,2020B-2023C,2020/05/04,2023/12/08,2023/02/15 13:00,2023/02/15 13:00,1900/01/01 00:00
9618,1724,2,10,Decimo cuatrimestre,B,2020A-2023A,2020/01/02,NULL,2023/02/15 13:58,1900/01/01 00:00,1900/01/01 00:00
9619,1724,2,5,Quinto cuatrimestre,B,2021C-2024C,2021/08/30,NULL,2023/02/15 14:14,1900/01/01 00:00,1900/01/01 00:00
9620,1726,1,6,Sexto cuatrimestre,A,2021B-2024B,2021/05/10,NULL,2023/02/16 10:33,1900/01/01 00:00,1900/01/01 00:00
9621,1727,1,10,Decimo cuatrimestre,B,2020A - 2023A,2020/01/02,2023/04/29,2023/02/16 10:55,1900/01/01 00:00,1900/01/01 00:00
9622,1727,2,10,Decimo cuatrimestre,B,2020A - 2023A,2020/01/02,2023/04/28,2023/02/16 12:33,1900/01/01 00:00,1900/01/01 00:00
9623,1727,2,7,Septimo cuatrimestre,C,2021A - 2024A,2021/01/06,2024/04/26,2023/02/16 12:43,1900/01/01 00:00,1900/01/01 00:00
9624,1727,1,8,Octavo cuatrimestre,A,2020C -2023C,2022/05/09,2023/12/16,2023/02/16 12:44,1900/01/01 00:00,1900/01/01 00:00
9625,1727,2,10,Decimo cuatrimestre,D,2020A - 2023A,2020/01/02,2023/04/28,2023/02/16 12:46,1900/01/01 00:00,1900/01/01 00:00
9626,1727,2,6,Sexto cuatrimestre,C,2021B - 2024B,2021/05/10,2024/08/30,2023/02/16 12:49,1900/01/01 00:00,1900/01/01 00:00
9627,1727,3,5,Quinto cuatrimestre,C,2021C - 2024C,2021/08/30,2024/12/13,2023/02/16 12:51,1900/01/01 00:00,1900/01/01 00:00
9628,1727,2,3,Tercero cuatrimestre,C,2022B - 2025B,2022/05/09,2025/08/29,2023/02/16 12:53,1900/01/01 00:00,1900/01/01 00:00
9629,1725,1,4,Cuarto cuatrimestre,A,2022A - 2025A ,2022/01/05,NULL,2023/02/16 12:54,2023/02/17 12:40,1900/01/01 00:00
9630,1727,1,5,Quinto cuatrimestre,E,2021C - 2024C,2021/08/31,NULL,2023/02/16 12:55,1900/01/01 00:00,1900/01/01 00:00
9631,1725,2,4,Cuarto cuatrimestre,A,2022A- 2025A,2022/01/05,NULL,2023/02/16 12:55,2023/02/17 12:40,1900/01/01 00:00
9632,1732,1,3,Tercero cuatrimestre,F,2022B - 2025B,2022/05/09,2025/08/29,2023/02/16 12:56,1900/01/01 00:00,1900/01/01 00:00
9633,1732,1,4,Cuarto cuatrimestre,F,2022A - 2025A,2022/01/05,2025/04/25,2023/02/16 12:57,1900/01/01 00:00,1900/01/01 00:00
9634,1732,3,5,Quinto cuatrimestre,F,2021C - 2024C,2021/08/30,2024/12/13,2023/02/16 12:59,1900/01/01 00:00,1900/01/01 00:00
9635,1727,1,4,Cuarto cuatrimestre,E,2022A - 2025A,2022/01/02,NULL,2023/02/16 13:03,1900/01/01 00:00,1900/01/01 00:00
9636,1732,1,7,Septimo cuatrimestre,B,2021A - 2024A,2021/01/06,2024/04/26,2023/02/16 13:03,1900/01/01 00:00,1900/01/01 00:00
9637,1727,3,10,Decimo cuatrimestre,A,2020A-2023A,2020/01/02,NULL,2023/02/16 13:06,1900/01/01 00:00,1900/01/01 00:00
9638,1732,1,10,Decimo cuatrimestre,B,2020A - 2023A,2020/01/02,2023/04/28,2023/02/16 13:08,1900/01/01 00:00,1900/01/01 00:00
9639,1726,2,5,Quinto cuatrimestre,B,2021C-2024C,2021/08/30,NULL,2023/02/16 13:12,1900/01/01 00:00,1900/01/01 00:00
9640,1726,1,10,Decimo cuatrimestre,B,2020A - 2023A,2020/01/02,NULL,2023/02/16 13:14,1900/01/01 00:00,1900/01/01 00:00
9641,1723,1,5,Quinto cuatrimestre,F,2021C - 2024C,2021/08/30,2024/12/13,2023/02/16 13:18,1900/01/01 00:00,1900/01/01 00:00
9642,1723,1,8,Octavo cuatrimestre,C,2020C - 2023C,2020/08/31,2023/12/15,2023/02/16 13:20,1900/01/01 00:00,1900/01/01 00:00
9643,1726,1,5,Quinto cuatrimestre,E,2021C - 2024C,2021/08/30,NULL,2023/02/16 13:20,1900/01/01 00:00,1900/01/01 00:00
9644,1724,1,3,Tercero cuatrimestre,F,2022B - 2025B,2022/05/09,2025/08/29,2023/02/16 13:22,1900/01/01 00:00,1900/01/01 00:00
9645,1724,3,4,Cuarto cuatrimestre,F,2022A - 2025A,2022/01/05,2025/04/25,2023/02/16 13:24,1900/01/01 00:00,1900/01/01 00:00
9646,1724,1,5,Quinto cuatrimestre,F,2021C - 2024C,2021/08/30,2024/12/13,2023/02/16 13:25,1900/01/01 00:00,1900/01/01 00:00
9647,1724,3,6,Sexto cuatrimestre,F,2021B - 2024B,2021/05/10,2024/08/30,2023/02/16 13:26,1900/01/01 00:00,1900/01/01 00:00
9648,1724,1,8,Octavo cuatrimestre,C,2020C - 2023C,2020/08/31,2023/12/15,2023/02/16 13:27,1900/01/01 00:00,1900/01/01 00:00
9649,1724,1,10,Decimo cuatrimestre,D,2020A - 2023A,2020/01/02,2023/04/28,2023/02/16 13:28,1900/01/01 00:00,1900/01/01 00:00
9650,1726,2,4,Cuarto cuatrimestre,B,2022A-2025A,2022/01/05,NULL,2023/02/16 13:32,1900/01/01 00:00,1900/01/01 00:00
9651,1380,4,18,Sexto semestre,A,2018 B  2022  A,2018/09/03,NULL,2023/02/16 14:47,1900/01/01 00:00,1900/01/01 00:00
9652,1387,4,19,Septimo semestre,A,2018 B  2022  A,2018/09/03,NULL,2023/02/16 15:04,1900/01/01 00:00,1900/01/01 00:00
9653,1512,4,20,Octavo semestre,A,2018 B  2022  A,2018/09/03,NULL,2023/02/16 15:26,1900/01/01 00:00,1900/01/01 00:00
9654,1726,1,5,Quinto cuatrimestre,A,2021C-2024C,2021/08/30,NULL,2023/02/16 15:58,1900/01/01 00:00,1900/01/01 00:00
9655,1726,2,5,Quinto cuatrimestre,A,2021C-2024C,2021/08/30,NULL,2023/02/16 16:05,1900/01/01 00:00,1900/01/01 00:00
9656,1724,1,10,Decimo cuatrimestre,c,2020A - 2023A,2020/08/31,NULL,2023/02/16 16:08,1900/01/01 00:00,1900/01/01 00:00
9657,1724,1,8,Octavo cuatrimestre,B,2020C -2023C,2020/08/31,NULL,2023/02/16 16:12,1900/01/01 00:00,1900/01/01 00:00
9658,1724,1,5,Quinto cuatrimestre,E,2021C - 2024C,2021/08/31,NULL,2023/02/16 16:16,1900/01/01 00:00,1900/01/01 00:00
9659,1724,2,5,Quinto cuatrimestre,E,2021C - 2024C,2021/08/31,NULL,2023/02/16 16:17,1900/01/01 00:00,1900/01/01 00:00
9660,1732,2,5,Quinto cuatrimestre,C,2021C-2024C,2021/08/30,NULL,2023/02/16 16:34,1900/01/01 00:00,1900/01/01 00:00
9661,1732,2,4,Cuarto cuatrimestre,C,2022A-2025A,2022/01/05,NULL,2023/02/16 16:41,1900/01/01 00:00,1900/01/01 00:00
9662,1732,2,3,Tercero cuatrimestre,C,2022B-2025B,2022/05/09,NULL,2023/02/16 17:20,1900/01/01 00:00,1900/01/01 00:00
9663,1733,4,6,Sexto cuatrimestre,A,2021B-2023A,2021/05/14,2023/04/22,2023/02/17 10:06,1900/01/01 00:00,2023/02/20 09:36
9664,1732,1,8,Octavo cuatrimestre,A,2020C -2023C,2020/08/31,NULL,2023/02/17 11:05,1900/01/01 00:00,1900/01/01 00:00
9665,1735,4,1,Primer cuatrimestre,A,2021B-2024C,2021/05/06,2024/12/15,2023/02/17 11:32,1900/01/01 00:00,1900/01/01 00:00
9666,1723,2,10,Decimo cuatrimestre,A,2020A-2023A,2020/01/02,NULL,2023/02/17 12:13,1900/01/01 00:00,1900/01/01 00:00
9667,1734,4,6,Sexto cuatrimestre,A,2021B-2023A,2021/05/14,2023/04/22,2023/02/17 12:18,1900/01/01 00:00,1900/01/01 00:00
9668,1723,2,4,Cuarto cuatrimestre,B,2022A-2025A,2022/01/05,NULL,2023/02/17 12:21,1900/01/01 00:00,1900/01/01 00:00
9669,1725,1,8,Octavo cuatrimestre,B,2020C-2023C,2020/08/31,NULL,2023/02/17 12:31,1900/01/01 00:00,1900/01/01 00:00
9670,1725,1,7,Septimo cuatrimestre,B,2021A-2024A,2021/01/06,NULL,2023/02/17 12:48,1900/01/01 00:00,1900/01/01 00:00
9671,1725,1,3,Tercero cuatrimestre,A,2022B-2025B,2022/05/09,NULL,2023/02/17 12:49,1900/01/01 00:00,1900/01/01 00:00
9672,1725,2,3,Tercero cuatrimestre,A,2022B-2025B,2022/05/09,NULL,2023/02/17 12:50,1900/01/01 00:00,1900/01/01 00:00
9673,1732,2,10,Decimo cuatrimestre,C,2020A-2023A,2020/01/02,2023/04/30,2023/02/17 12:52,1900/01/01 00:00,1900/01/01 00:00
9674,1730,4,23,Flexible Cuatrimestral,B,2021C - 2023A,2021/08/28,NULL,2023/02/17 12:53,1900/01/01 00:00,1900/01/01 00:00
9675,1725,1,5,Quinto cuatrimestre,B,2021C-2024C,2021/08/30,NULL,2023/02/17 12:54,1900/01/01 00:00,1900/01/01 00:00
9676,1732,2,8,Octavo cuatrimestre,B,2020C-2023C,2020/08/31,2023/12/10,2023/02/17 13:05,1900/01/01 00:00,1900/01/01 00:00
9677,1732,2,7,Septimo cuatrimestre,A,2021A-2024A,2021/01/06,2024/04/15,2023/02/17 13:13,1900/01/01 00:00,1900/01/01 00:00
9678,1726,3,4,Cuarto cuatrimestre,A,2022A-2025A,2022/01/05,NULL,2023/02/17 13:24,1900/01/01 00:00,1900/01/01 00:00
