id,ciclo_escolar_id,turno_id,grado_id,descripcion,grupo,generacion,generacion_fecha_inicio,generacion_fecha_fin,created_at,updated_at,deleted_at
2695,333,3,4,Cuarto cuatrimestre,C - 1,2019A - 2022A,2019/01/02,0000-00-00,2021/07/20 13:31,1900/01/01 00:00,1900/01/01 00:00
2696,330,2,2,Segundo cuatrimestre,C,2018C-2021C,2018/08/27,2021/12/10,2021/07/20 13:38,1900/01/01 00:00,1900/01/01 00:00
2697,334,3,5,Quinto cuatrimestre,C - 1,2019A - 2022A,2019/01/02,0000-00-00,2021/07/20 13:42,1900/01/01 00:00,1900/01/01 00:00
2698,335,3,6,Sexto cuatrimestre,C - 1,2019A - 2022A,2019/01/02,0000-00-00,2021/07/20 13:51,1900/01/01 00:00,1900/01/01 00:00
2699,342,1,1,Primer cuatrimestre,A,2019B - 2022B,2019/05/06,0000-00-00,2021/07/20 14:15,1900/01/01 00:00,1900/01/01 00:00
2700,343,1,2,Segundo cuatrimestre,A,2019B - 2022B,2019/05/06,0000-00-00,2021/07/20 14:30,1900/01/01 00:00,1900/01/01 00:00
2701,344,1,3,Tercero cuatrimestre,A,2019B - 2022B,2019/05/06,0000-00-00,2021/07/20 14:41,1900/01/01 00:00,1900/01/01 00:00
2702,320,1,1,Primer cuatrimestre,A,2019B - 2022B,2019/05/06,0000-00-00,2021/07/20 16:06,1900/01/01 00:00,1900/01/01 00:00
2703,321,1,2,Segundo cuatrimestre,A,2019B - 2022B,2019/05/06,0000-00-00,2021/07/20 16:21,1900/01/01 00:00,1900/01/01 00:00
2704,323,1,3,Tercero cuatrimestre,A,2019B - 2022B,2019/05/06,0000-00-00,2021/07/20 16:33,1900/01/01 00:00,1900/01/01 00:00
2705,447,1,1,Primer cuatrimestre,A,2021A-2024A,2021/01/06,0000-00-00,2021/07/21 09:11,1900/01/01 00:00,1900/01/01 00:00
2706,319,1,1,Primer cuatrimestre,A,2019A - 2022A,2019/01/02,0000-00-00,2021/07/21 09:20,1900/01/01 00:00,1900/01/01 00:00
2707,320,1,2,Segundo cuatrimestre,A,2019A - 2022A,2019/01/02,0000-00-00,2021/07/21 10:13,1900/01/01 00:00,1900/01/01 00:00
2708,343,2,2,Segundo cuatrimestre,B,2019B-2022B,2019/05/06,2022/08/26,2021/07/21 10:44,1900/01/01 00:00,1900/01/01 00:00
2709,281,1,1,Primer cuatrimestre,A,2019C-2022C,2019/09/02,0000-00-00,2021/07/21 10:53,1900/01/01 00:00,1900/01/01 00:00
2710,281,1,1,Primer cuatrimestre,B,2019C-2022C,2019/09/02,0000-00-00,2021/07/21 10:54,1900/01/01 00:00,1900/01/01 00:00
2711,281,2,1,Primer cuatrimestre,A,2019C-2022C,2019/09/02,0000-00-00,2021/07/21 10:54,1900/01/01 00:00,1900/01/01 00:00
2712,281,3,1,Primer cuatrimestre,A,2019C-2022C,2019/09/02,0000-00-00,2021/07/21 10:54,1900/01/01 00:00,1900/01/01 00:00
2713,321,1,3,Tercero cuatrimestre,A,2019A - 2022A,2019/01/02,0000-00-00,2021/07/21 10:59,1900/01/01 00:00,1900/01/01 00:00
2714,344,2,3,Tercero cuatrimestre,B,2019B-2022B,2019/05/06,2022/08/26,2021/07/21 11:08,1900/01/01 00:00,1900/01/01 00:00
2715,331,2,3,Tercero cuatrimestre,C,2018C-2021C,2018/08/27,2021/12/10,2021/07/21 11:16,1900/01/01 00:00,1900/01/01 00:00
2716,323,1,4,Cuarto cuatrimestre,A,2019A - 2022A,2019/01/02,0000-00-00,2021/07/21 11:31,1900/01/01 00:00,1900/01/01 00:00
2717,345,2,4,Cuarto cuatrimestre,B,2019B-2022B,2019/05/06,2022/08/26,2021/07/21 11:41,1900/01/01 00:00,1900/01/01 00:00
2718,332,2,4,Cuarto cuatrimestre,C,2018C-2021C,2018/08/27,2021/12/10,2021/07/21 12:07,1900/01/01 00:00,1900/01/01 00:00
2719,346,2,5,Quinto cuatrimestre,B,2019B-2022B,2019/05/06,2022/08/26,2021/07/21 12:08,1900/01/01 00:00,1900/01/01 00:00
2720,282,1,2,Segundo cuatrimestre,A,2019C-2022C,2019/09/02,0000-00-00,2021/07/21 12:21,1900/01/01 00:00,1900/01/01 00:00
2721,282,1,2,Segundo cuatrimestre,B,2019C-2022C,2019/09/02,0000-00-00,2021/07/21 12:21,1900/01/01 00:00,1900/01/01 00:00
2722,282,2,2,Segundo cuatrimestre,A,2019C-2022C,2019/09/02,0000-00-00,2021/07/21 12:21,1900/01/01 00:00,1900/01/01 00:00
2723,282,3,2,Segundo cuatrimestre,A,2019C-2022C,2019/09/02,0000-00-00,2021/07/21 12:21,1900/01/01 00:00,1900/01/01 00:00
2724,333,2,5,Quinto cuatrimestre,C,2018C-2021C,2018/08/27,2021/12/10,2021/07/21 12:26,1900/01/01 00:00,1900/01/01 00:00
2725,324,1,5,Quinto cuatrimestre,A,2019A - 2022A,2019/01/02,0000-00-00,2021/07/21 12:27,1900/01/01 00:00,1900/01/01 00:00
2726,326,1,7,Septimo cuatrimestre,A,2019A - 2022A,2019/01/02,0000-00-00,2021/07/21 13:34,1900/01/01 00:00,1900/01/01 00:00
2727,334,2,6,Sexto cuatrimestre,C,2018C-2021C,2018/08/27,2021/12/10,2021/07/21 13:41,1900/01/01 00:00,1900/01/01 00:00
2728,335,2,7,Septimo cuatrimestre,C,2018C-2021C,2018/08/27,2021/12/10,2021/07/21 14:08,1900/01/01 00:00,1900/01/01 00:00
2729,319,3,1,Primer cuatrimestre,B,2019A - 2022A,2019/01/02,0000-00-00,2021/07/21 14:10,1900/01/01 00:00,1900/01/01 00:00
2730,347,2,6,Sexto cuatrimestre,B,2019B-2022B,2019/05/06,2022/08/26,2021/07/21 14:30,1900/01/01 00:00,1900/01/01 00:00
2731,336,2,8,Octavo cuatrimestre,C,2018C-2021C,2018/08/27,2021/12/10,2021/07/21 14:33,1900/01/01 00:00,1900/01/01 00:00
2732,320,3,2,Segundo cuatrimestre,B,2019A - 2022A,2019/01/02,0000-00-00,2021/07/21 14:34,1900/01/01 00:00,1900/01/01 00:00
2733,348,1,3,Tercero cuatrimestre,A,2019C-2022C,2019/09/02,0000-00-00,2021/07/21 15:09,1900/01/01 00:00,1900/01/01 00:00
2734,348,1,3,Tercero cuatrimestre,B,2019C-2022C,2019/09/02,0000-00-00,2021/07/21 15:09,1900/01/01 00:00,1900/01/01 00:00
2735,348,2,3,Tercero cuatrimestre,A,2019C-2022C,2019/09/02,0000-00-00,2021/07/21 15:09,1900/01/01 00:00,1900/01/01 00:00
2736,348,3,3,Tercero cuatrimestre,A,2019C-2022C,2019/09/02,0000-00-00,2021/07/21 15:10,1900/01/01 00:00,1900/01/01 00:00
2737,349,1,4,Cuarto cuatrimestre,A,2019C-2022C,2019/09/02,0000-00-00,2021/07/21 15:11,1900/01/01 00:00,1900/01/01 00:00
2738,349,1,4,Cuarto cuatrimestre,B,2019C-2022C,2019/09/02,0000-00-00,2021/07/21 15:13,1900/01/01 00:00,1900/01/01 00:00
2739,349,2,4,Cuarto cuatrimestre,A,2019C-2022C,2019/09/02,0000-00-00,2021/07/21 15:14,1900/01/01 00:00,1900/01/01 00:00
2740,349,3,4,Cuarto cuatrimestre,A,2019C-2022C,2019/09/02,0000-00-00,2021/07/21 15:14,1900/01/01 00:00,1900/01/01 00:00
2741,321,3,3,Tercero cuatrimestre,B,2019A - 2022A,2019/01/02,0000-00-00,2021/07/21 16:04,1900/01/01 00:00,1900/01/01 00:00
2742,330,3,1,Primer cuatrimestre,B,2019A-2022A,2019/01/02,2022/04/29,2021/07/21 16:07,1900/01/01 00:00,1900/01/01 00:00
2743,279,2,1,Primer cuatrimestre,B,2019A-2022A,2019/01/02,2022/04/29,2021/07/21 16:23,1900/01/01 00:00,1900/01/01 00:00
2744,323,3,4,Cuarto cuatrimestre,B,2019A - 2022A,2019/01/02,0000-00-00,2021/07/21 16:26,1900/01/01 00:00,1900/01/01 00:00
2745,324,3,5,Quinto cuatrimestre,B,2019A - 2022A,2019/01/02,0000-00-00,2021/07/21 16:42,1900/01/01 00:00,1900/01/01 00:00
2746,336,1,3,Tercero cuatrimestre,T,2020B-2023B,2020/05/04,2023/08/18,2021/07/21 16:51,1900/01/01 00:00,1900/01/01 00:00
2747,325,3,6,Sexto cuatrimestre,B,2019A - 2022A,2019/01/02,0000-00-00,2021/07/22 08:35,1900/01/01 00:00,1900/01/01 00:00
2748,326,3,7,Septimo cuatrimestre,B,2019A - 2022A,2019/01/02,0000-00-00,2021/07/22 08:57,1900/01/01 00:00,1900/01/01 00:00
2749,280,1,1,Primer cuatrimestre,C,2019B - 2022B,2019/05/06,0000-00-00,2021/07/22 09:44,1900/01/01 00:00,1900/01/01 00:00
2750,475,NULL,1,Primer cuatrimestre,UNICO,,0000-00-00,NULL,2021/07/22 09:50,1900/01/01 00:00,1900/01/01 00:00
2751,281,1,2,Segundo cuatrimestre,C,2019B - 2022B,2019/05/06,0000-00-00,2021/07/22 10:14,1900/01/01 00:00,1900/01/01 00:00
2752,280,2,2,Segundo cuatrimestre,B,2019A-2022A,2019/01/02,2022/04/29,2021/07/22 10:36,1900/01/01 00:00,1900/01/01 00:00
2753,282,1,3,Tercero cuatrimestre,C,2019B - 2022B,2019/05/06,0000-00-00,2021/07/22 10:45,1900/01/01 00:00,1900/01/01 00:00
2754,333,3,4,Cuarto cuatrimestre,B,2019A-2022A,2019/01/02,2022/04/29,2021/07/22 10:53,1900/01/01 00:00,1900/01/01 00:00
2755,108,1,16,Cuarto semestre,A1-16,2016B-2020A,2018/03/05,2018/08/10,2021/07/22 10:54,1900/01/01 00:00,1900/01/01 00:00
2756,325,1,6,Sexto cuatrimestre,A,2019A - 2022A,2019/01/02,0000-00-00,2021/07/22 11:06,1900/01/01 00:00,1900/01/01 00:00
2757,346,3,7,Septimo cuatrimestre,A,2018C-2021C,2018/08/27,2021/12/10,2021/07/22 11:15,1900/01/01 00:00,1900/01/01 00:00
2758,347,1,3,Tercero cuatrimestre,T,2020B-2023B,2020/05/04,2023/08/18,2021/07/22 11:16,1900/01/01 00:00,1900/01/01 00:00
2759,348,1,4,Cuarto cuatrimestre,C,2019B - 2022B,2019/05/06,0000-00-00,2021/07/22 11:36,1900/01/01 00:00,1900/01/01 00:00
2760,349,1,5,Quinto cuatrimestre,C,2019B - 2022B,2019/05/06,0000-00-00,2021/07/22 11:49,1900/01/01 00:00,1900/01/01 00:00
2761,282,2,4,Cuarto cuatrimestre,B,2019A-2022A,2019/01/02,2022/04/29,2021/07/22 11:57,1900/01/01 00:00,1900/01/01 00:00
2762,347,3,8,Octavo cuatrimestre,A,2018C-2021C,2018/08/27,2021/12/10,2021/07/22 12:01,1900/01/01 00:00,1900/01/01 00:00
2763,348,2,5,Quinto cuatrimestre,B,2019A-2022A,2019/01/02,2022/04/29,2021/07/22 12:19,1900/01/01 00:00,1900/01/01 00:00
2764,259,1,1,Primer cuatrimestre,C,2019A - 2022A,2019/01/02,0000-00-00,2021/07/22 12:21,1900/01/01 00:00,1900/01/01 00:00
2765,335,3,6,Sexto cuatrimestre,B,2019A-2022A,2019/01/02,2022/04/29,2021/07/22 12:38,1900/01/01 00:00,1900/01/01 00:00
2766,349,2,6,Sexto cuatrimestre,B,2019A-2022A,2019/01/02,2022/04/29,2021/07/22 12:42,1900/01/01 00:00,1900/01/01 00:00
2767,260,1,2,Segundo cuatrimestre,C,2019A - 2022A,2019/01/02,0000-00-00,2021/07/22 12:48,1900/01/01 00:00,1900/01/01 00:00
2768,261,1,3,Tercero cuatrimestre,C,2019A - 2022A,2019/01/02,0000-00-00,2021/07/22 13:07,1900/01/01 00:00,1900/01/01 00:00
2769,262,1,4,Cuarto cuatrimestre,C,2019A - 2022A,2019/01/02,0000-00-00,2021/07/22 13:27,1900/01/01 00:00,1900/01/01 00:00
2770,350,2,7,Septimo cuatrimestre,B,2019A-2022A,2019/01/02,2022/04/29,2021/07/22 13:28,1900/01/01 00:00,1900/01/01 00:00
2771,336,2,8,Octavo cuatrimestre,A,2018C-2021C,2018/08/27,2021/12/10,2021/07/22 13:34,1900/01/01 00:00,1900/01/01 00:00
2772,298,1,1,Primer cuatrimestre,D,2018C-2021C,2018/08/27,2019/12/10,2021/07/22 13:48,1900/01/01 00:00,1900/01/01 00:00
2773,263,1,5,Quinto cuatrimestre,C,2019A - 2022A,2019/01/02,0000-00-00,2021/07/22 13:52,1900/01/01 00:00,1900/01/01 00:00
2774,286,4,16,Cuarto semestre,A,2019A-2021A,2019/09/02,2021/08/06,2021/07/22 13:56,1900/01/01 00:00,1900/01/01 00:00
2775,286,4,15,Tercero semestre,A,2020A-2021B,2020/03/02,2022/02/11,2021/07/22 14:06,1900/01/01 00:00,1900/01/01 00:00
2776,286,4,15,Tercero semestre,A,2020A-2021B,2020/03/02,2022/02/11,2021/07/22 14:06,1900/01/01 00:00,1900/01/01 00:00
2777,264,1,6,Sexto cuatrimestre,C,2019A - 2022A,2019/01/02,0000-00-00,2021/07/22 14:15,1900/01/01 00:00,1900/01/01 00:00
2778,329,3,1,Primer cuatrimestre,A,2018C-2021C,2018/08/27,2021/12/10,2021/07/22 14:20,1900/01/01 00:00,1900/01/01 00:00
2779,337,1,7,Septimo cuatrimestre,C,2019A - 2022A,2019/01/02,0000-00-00,2021/07/22 14:28,1900/01/01 00:00,1900/01/01 00:00
2780,299,1,2,Segundo cuatrimestre,D,2018C-2021C,2018/08/27,2019/12/10,2021/07/22 14:47,1900/01/01 00:00,1900/01/01 00:00
2781,331,1,1,Primer cuatrimestre,B,2019B - 2022B,2019/05/06,0000-00-00,2021/07/22 14:48,1900/01/01 00:00,1900/01/01 00:00
2782,336,3,7,Septimo cuatrimestre,B,2019A-2022A,2019/01/02,2022/04/29,2021/07/22 14:58,1900/01/01 00:00,1900/01/01 00:00
2783,350,1,5,Quinto cuatrimestre,A,2019C-2022C,2019/09/02,0000-00-00,2021/07/22 15:58,1900/01/01 00:00,1900/01/01 00:00
2784,350,1,5,Quinto cuatrimestre,B,2019C-2022C,2019/09/02,0000-00-00,2021/07/22 15:58,1900/01/01 00:00,1900/01/01 00:00
2785,350,2,5,Quinto cuatrimestre,A,2019C-2022C,2019/09/02,0000-00-00,2021/07/22 15:58,1900/01/01 00:00,1900/01/01 00:00
2786,350,3,5,Quinto cuatrimestre,A,2019C-2022C,2019/09/02,0000-00-00,2021/07/22 15:58,1900/01/01 00:00,1900/01/01 00:00
2787,337,1,4,Cuarto cuatrimestre,T,2020A-2023A,2020/01/02,2023/04/28,2021/07/22 16:05,1900/01/01 00:00,1900/01/01 00:00
2788,332,1,2,Segundo cuatrimestre,B,2019B - 2022B,2019/05/06,0000-00-00,2021/07/22 16:09,1900/01/01 00:00,1900/01/01 00:00
2789,333,1,3,Tercero cuatrimestre,B,2019B - 2022B,2019/05/06,0000-00-00,2021/07/22 16:18,1900/01/01 00:00,1900/01/01 00:00
2790,281,1,2,Segundo cuatrimestre,B,2019B-2022B,2019/05/06,2022/08/26,2021/07/22 16:28,1900/01/01 00:00,1900/01/01 00:00
2791,300,1,3,Tercero cuatrimestre,D,2018C-2021C,2018/08/27,2019/12/10,2021/07/22 16:35,1900/01/01 00:00,1900/01/01 00:00
2792,330,3,2,Segundo cuatrimestre,A,2018C-2021C,2018/08/27,2021/12/10,2021/07/22 18:00,1900/01/01 00:00,1900/01/01 00:00
2793,331,3,3,Tercero cuatrimestre,A,2018C-2021C,2018/08/27,2021/12/10,2021/07/22 18:12,1900/01/01 00:00,1900/01/01 00:00
2794,332,3,4,Cuarto cuatrimestre,A,2018C-2021C,2018/08/27,2021/12/10,2021/07/22 18:27,1900/01/01 00:00,1900/01/01 00:00
2795,333,3,5,Quinto cuatrimestre,A,2018C-2021C,2018/08/27,2021/12/10,2021/07/22 18:40,1900/01/01 00:00,1900/01/01 00:00
2796,334,3,6,Sexto cuatrimestre,A,2018C-2021C,2018/08/27,2021/12/10,2021/07/22 18:51,1900/01/01 00:00,1900/01/01 00:00
2797,343,1,1,Primer cuatrimestre,A,2019C- 2022C,0000-00-00,0000-00-00,2021/07/23 09:11,1900/01/01 00:00,1900/01/01 00:00
2798,475,NULL,2,Segundo cuatrimestre,UNICO,,0000-00-00,NULL,2021/07/23 09:48,1900/01/01 00:00,1900/01/01 00:00
2799,475,NULL,3,Tercero cuatrimestre,UNICO,,0000-00-00,NULL,2021/07/23 10:00,1900/01/01 00:00,1900/01/01 00:00
2800,475,NULL,4,Cuarto cuatrimestre,UNICO,,0000-00-00,NULL,2021/07/23 10:03,1900/01/01 00:00,1900/01/01 00:00
2801,475,NULL,5,Quinto cuatrimestre,UNICO,,0000-00-00,NULL,2021/07/23 10:05,1900/01/01 00:00,1900/01/01 00:00
2802,344,1,2,Segundo cuatrimestre,A,2019C- 2022C,2019/09/02,0000-00-00,2021/07/23 10:05,1900/01/01 00:00,1900/01/01 00:00
2803,475,NULL,6,Sexto cuatrimestre,UNICO,,0000-00-00,NULL,2021/07/23 10:12,1900/01/01 00:00,1900/01/01 00:00
2804,348,2,3,Tercero cuatrimestre,E,2019C-2022C,2019/09/02,2022/12/09,2021/07/23 10:23,1900/01/01 00:00,1900/01/01 00:00
2805,345,1,3,Tercero cuatrimestre,A,2019C- 2022C,2019/09/02,0000-00-00,2021/07/23 10:25,1900/01/01 00:00,1900/01/01 00:00
2806,349,1,5,Quinto cuatrimestre,B,2019B-2022B,2019/05/06,2022/08/26,2021/07/23 10:54,1900/01/01 00:00,1900/01/01 00:00
2807,346,1,4,Cuarto cuatrimestre,A,2019C- 2022C,2019/09/02,0000-00-00,2021/07/23 11:06,1900/01/01 00:00,1900/01/01 00:00
2808,343,3,1,Primer cuatrimestre,A,2019C- 2022C,2019/09/02,0000-00-00,2021/07/23 11:17,1900/01/01 00:00,1900/01/01 00:00
2809,301,1,4,Cuarto cuatrimestre,D,2018C-2021C,2018/08/27,2019/12/10,2021/07/23 11:23,1900/01/01 00:00,1900/01/01 00:00
2810,344,3,2,Segundo cuatrimestre,A,2019C- 2022C,2019/09/02,0000-00-00,2021/07/23 12:01,1900/01/01 00:00,1900/01/01 00:00
2811,320,1,1,Primer cuatrimestre,B,2019B-2022B,2019/05/06,0000-00-00,2021/07/23 12:14,1900/01/01 00:00,1900/01/01 00:00
2812,350,2,6,Sexto cuatrimestre,B,2019B-2022B,2019/05/06,2022/08/26,2021/07/23 12:15,1900/01/01 00:00,1900/01/01 00:00
2813,320,2,1,Primer cuatrimestre,B,2019B-2022B,2019/05/06,0000-00-00,2021/07/23 12:16,1900/01/01 00:00,1900/01/01 00:00
2814,321,1,2,Segundo cuatrimestre,B,2019B-2022B,2019/05/06,0000-00-00,2021/07/23 12:22,1900/01/01 00:00,1900/01/01 00:00
2815,321,2,2,Segundo cuatrimestre,B,2019B-2022B,2019/05/06,0000-00-00,2021/07/23 12:23,1900/01/01 00:00,1900/01/01 00:00
2816,323,1,3,Tercero cuatrimestre,B,2019B-2022B,2019/05/06,0000-00-00,2021/07/23 12:27,1900/01/01 00:00,1900/01/01 00:00
2817,335,3,7,Septimo cuatrimestre,A,2018C-2021C,2018/08/27,2021/12/10,2021/07/23 12:27,1900/01/01 00:00,1900/01/01 00:00
2818,323,2,3,Tercero cuatrimestre,B,2019B-2022B,2019/05/06,0000-00-00,2021/07/23 12:27,1900/01/01 00:00,1900/01/01 00:00
2819,109,1,17,Quinto semestre,A1-16,2016B-2020A,2018/09/03,2019/02/08,2021/07/23 12:28,1900/01/01 00:00,1900/01/01 00:00
2820,324,2,4,Cuarto cuatrimestre,B,2019B-2022B,2019/05/06,0000-00-00,2021/07/23 12:32,1900/01/01 00:00,1900/01/01 00:00
2821,325,2,5,Quinto cuatrimestre,B,2019B-2022B,2019/05/06,0000-00-00,2021/07/23 12:34,1900/01/01 00:00,1900/01/01 00:00
2822,326,2,6,Sexto cuatrimestre,B,2019B-2022B,2019/05/06,0000-00-00,2021/07/23 12:36,1900/01/01 00:00,1900/01/01 00:00
2823,302,1,5,Quinto cuatrimestre,D,2018C-2021C,2018/08/27,2019/12/10,2021/07/23 12:51,1900/01/01 00:00,1900/01/01 00:00
2824,336,3,8,Octavo cuatrimestre,A,2018C-2021C,2018/08/27,2021/12/10,2021/07/23 13:23,1900/01/01 00:00,1900/01/01 00:00
2825,109,1,18,Sexto semestre,A1-16,2016B-2020A,2018/09/03,2019/02/08,2021/07/23 13:32,1900/01/01 00:00,1900/01/01 00:00
2826,345,3,3,Tercero cuatrimestre,A,2019C- 2022C,2019/09/02,0000-00-00,2021/07/23 13:39,1900/01/01 00:00,1900/01/01 00:00
2827,346,3,4,Cuarto cuatrimestre,A,2019C- 2022C,2019/09/02,0000-00-00,2021/07/23 13:59,1900/01/01 00:00,1900/01/01 00:00
2828,330,1,1,Primer cuatrimestre,A,2019A - 2022A,2019/01/02,0000-00-00,2021/07/23 14:16,1900/01/01 00:00,1900/01/01 00:00
2829,331,1,2,Segundo cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 14:26,1900/01/01 00:00,1900/01/01 00:00
2830,303,1,6,Sexto cuatrimestre,D,2018C-2021C,2018/08/27,2019/12/10,2021/07/23 14:28,1900/01/01 00:00,1900/01/01 00:00
2831,332,1,3,Tercero cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 14:32,1900/01/01 00:00,1900/01/01 00:00
2832,347,3,5,Quinto cuatrimestre,A,2019C- 2022C,2019/09/02,0000-00-00,2021/07/23 14:46,1900/01/01 00:00,1900/01/01 00:00
2833,341,3,1,Primer cuatrimestre,B,2019A-2022A,2019/01/02,2022/04/29,2021/07/23 14:59,1900/01/01 00:00,1900/01/01 00:00
2834,333,1,4,Cuarto cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 15:26,1900/01/01 00:00,1900/01/01 00:00
2835,334,1,5,Quinto cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 15:29,1900/01/01 00:00,1900/01/01 00:00
2836,335,1,6,Sexto cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 15:35,1900/01/01 00:00,1900/01/01 00:00
2837,336,1,7,Septimo cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 15:49,1900/01/01 00:00,1900/01/01 00:00
2838,330,2,1,Primer cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 16:07,1900/01/01 00:00,1900/01/01 00:00
2839,331,2,2,Segundo cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 16:15,1900/01/01 00:00,1900/01/01 00:00
2840,332,2,3,Tercero cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 16:18,1900/01/01 00:00,1900/01/01 00:00
2841,333,2,4,Cuarto cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 16:24,1900/01/01 00:00,1900/01/01 00:00
2842,334,2,5,Quinto cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 16:31,1900/01/01 00:00,1900/01/01 00:00
2843,335,2,6,Sexto cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 16:35,1900/01/01 00:00,1900/01/01 00:00
2844,330,3,1,Primer cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 17:06,1900/01/01 00:00,1900/01/01 00:00
2845,331,3,2,Segundo cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 17:11,1900/01/01 00:00,1900/01/01 00:00
2846,332,3,3,Tercero cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 17:18,1900/01/01 00:00,1900/01/01 00:00
2847,333,3,4,Cuarto cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 17:23,1900/01/01 00:00,1900/01/01 00:00
2848,334,3,5,Quinto cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 17:28,1900/01/01 00:00,1900/01/01 00:00
2849,335,3,6,Sexto cuatrimestre,A,2019A - 2022A,2019/01/02,NULL,2021/07/23 17:33,1900/01/01 00:00,1900/01/01 00:00
2850,331,1,1,Primer cuatrimestre,A,2019B-2022B,2019/05/06,NULL,2021/07/23 18:02,1900/01/01 00:00,1900/01/01 00:00
2851,331,2,1,Primer cuatrimestre,A,2019B-2022B,2019/05/06,NULL,2021/07/23 18:10,1900/01/01 00:00,1900/01/01 00:00
2852,332,3,2,Segundo cuatrimestre,A,2019B-2022B,2019/05/06,NULL,2021/07/23 18:15,1900/01/01 00:00,1900/01/01 00:00
2853,333,3,3,Tercero cuatrimestre,A,2019B-2022B,2019/05/06,NULL,2021/07/23 18:17,1900/01/01 00:00,1900/01/01 00:00
2854,334,3,4,Cuarto cuatrimestre,A,2019B-2022B,2019/05/06,NULL,2021/07/23 18:24,1900/01/01 00:00,1900/01/01 00:00
2855,304,1,7,Septimo cuatrimestre,D,2018C-2021C,2018/08/27,2019/12/10,2021/07/24 11:03,1900/01/01 00:00,1900/01/01 00:00
2856,305,1,8,Octavo cuatrimestre,D,2018C-2021C,2018/08/27,2019/12/10,2021/07/24 11:47,1900/01/01 00:00,1900/01/01 00:00
2857,281,1,1,Primer cuatrimestre,C,2019C- 2022C,2019/09/02,0000-00-00,2021/07/24 12:22,1900/01/01 00:00,1900/01/01 00:00
2858,300,1,1,Primer cuatrimestre,B,2019B-2022B,2019/05/06,2022-08-00,2021/07/24 12:25,1900/01/01 00:00,1900/01/01 00:00
2859,282,1,2,Segundo cuatrimestre,C,2019C- 2022C,2019/09/02,0000-00-00,2021/07/24 12:43,1900/01/01 00:00,1900/01/01 00:00
2860,301,1,2,Segundo cuatrimestre,B,2019B-2022B,2019/05/06,2022-08-00,2021/07/24 12:44,1900/01/01 00:00,1900/01/01 00:00
2861,348,1,3,Tercero cuatrimestre,C,2019C- 2022C,2019/09/02,0000-00-00,2021/07/24 13:06,1900/01/01 00:00,1900/01/01 00:00
2862,330,3,1,Primer cuatrimestre,C,2019A-2022A,2019/01/02,2022/04/29,2021/07/24 13:06,1900/01/01 00:00,1900/01/01 00:00
2863,349,1,4,Cuarto cuatrimestre,C,2019C- 2022C,2019/09/02,0000-00-00,2021/07/24 13:21,1900/01/01 00:00,1900/01/01 00:00
2864,331,3,2,Segundo cuatrimestre,C,2019A-2022A,2019/01/02,2022/04/29,2021/07/24 13:25,1900/01/01 00:00,1900/01/01 00:00
2865,350,1,5,Quinto cuatrimestre,C,2019C- 2022C,2019/09/02,0000-00-00,2021/07/24 13:35,1900/01/01 00:00,1900/01/01 00:00
2866,281,2,1,Primer cuatrimestre,B,2019C- 2022C,2019/09/02,0000-00-00,2021/07/24 13:45,1900/01/01 00:00,1900/01/01 00:00
2867,282,2,2,Segundo cuatrimestre,B,2019C- 2022C,2019/09/02,0000-00-00,2021/07/24 14:03,1900/01/01 00:00,1900/01/01 00:00
2868,348,2,3,Tercero cuatrimestre,B,2019C- 2022C,2019/09/02,0000-00-00,2021/07/24 14:17,1900/01/01 00:00,1900/01/01 00:00
2869,349,2,4,Cuarto cuatrimestre,B,2019C- 2022C,2019/09/02,0000-00-00,2021/07/24 14:30,2021/09/02 15:18,1900/01/01 00:00
2870,332,3,3,Tercero cuatrimestre,C,2019A-2022A,2019/01/02,2022/04/29,2021/07/26 10:03,1900/01/01 00:00,1900/01/01 00:00
2871,333,3,4,Cuarto cuatrimestre,C,2019A-2022A,2019/01/02,2022/04/29,2021/07/26 10:19,1900/01/01 00:00,1900/01/01 00:00
2872,334,3,5,Quinto cuatrimestre,C,2019A-2022A,2019/01/02,2022/04/29,2021/07/26 10:43,1900/01/01 00:00,1900/01/01 00:00
